comment,sentiment_vader,sentiment_textblob
i feel very good about this he knew he was wrongi was gonna vote for him but ill be voting for a fraudulent criminal,-0.9101,0.0033333333333332993
looks like trump owes approximately a half a billion dollars nice e jean carroll 833 million plus the 5 million trump already owes e jean carroll plus the 354 million letitia james shook trump down for,0.5994,0.0925925925925926
there were no charges against him before he became president this is all fake news,-0.7506,-0.5
good to see this con man get the treatment he deserves hes a stain on the american history book a do nothing president and a coward as president trump is just scum,0.6575,0.13333333333333333
cars rule have ya built won you will you will,0.5719,0.0
el chapo very angry have fun fox not local bidens revenge theres a kiss for ya smoke is smoke say welders jim,0.6754,-0.11666666666666668
smoke screen this is all about stopping him running for president,-0.1531,0.0
what does the mafia say about this your friend the joker,0.5719,0.0
a lot of trumps crimes were committed when he still professed to being a democrat now hes going to be looting the republican national committee to pay the bill for his crimes ironic that republican donors will be bailing out a democrat,0.0516,0.2
lying cheater keeps on losing,-0.8591,0.0
wait trump is a cow,0.0,-0.13333333333333333
yea blue dogs are color blind thank god for attorneys and lawyers dna rules glad we have free birth control follow thru fox or wait i will instead,0.802,0.1
are they still extinct ed dangerous species,-0.4767,-0.5
fox team please follow thru and make sure pays the money youve now got one job dont blow this failure is not an option and you are no longer either 77 rules,-0.3559,0.09166666666666665
the fact that democrats are worries that their guy might not be 100 cognitively but republicans dont worry that trump is 100 a criminal is telling,-0.5253,-0.4
whut petic justice n thz presidents day wkend,0.5267,0.0
i didnt come here to watch the video i came here to gorge on comments,0.0,0.0
i look to the comments and im shaking my head people justifying condoning law breaking unethical behaviour is astounding,-0.296,0.6
hail to the justice system,0.5719,0.0
the more hes proven liable or guilty the more i want to vote for him he wouldnt even be getting exposed if it wasnt for the fact hes trying to be president again yup sounds weird either way,-0.4951,-0.019999999999999997
thats 787000000 in total lawsuits for fox news 148000000 for rudy giuliani and 483000000 for trump they always say birds of the same feather flock together,-0.1531,0.0
this judge is going to look stupid in appeals court,-0.5267,-0.7999999999999999
probably want it to continue to fund taking him to court over and over,0.0772,0.0
president biden is one of the greatest presidents in us history he will win in a landslide in november i love you president biden,0.9217,0.7666666666666666
overturned on appeal,0.0,0.0
so who gets all that money after all is said and done,0.0,0.0
id win the appeal then take all of mine and anyone who listen out of that hole,0.5859,0.8
what new york democrats fail to comprehend is that business and banks look at this and see 3rd world despots they cant trust or deal with new york is going to lose money and business and new york is going to suffer a terrible depression,-0.9596,-0.1818181818181818
this only going to make him stronger in the election trump 2024 is happening,0.3818,0.0
thats 787000000 in total lawsuits for fox news 148000000 for rudy giuliani and 483000000 for trump they always say birds of the same feather flock together,-0.1531,0.0
i dont think trump is even worth 364 million,0.2263,0.3
cry me a river,-0.4767,0.0
this man will manipulate his cult members for every single penny of that nearly 400 million those poor souls will be more than willingly to part with their life savings in order to keep the maga train moving,-0.4767,0.0757142857142857
bock bock bock witch hunt bock bock bock laptop bock bock bock bakaaaaaawk radical left bock bock the mob bock bock bock bock bock bock bock fox news buzzwords bakaaaaaawk,-0.3612,0.0
trump for prison 2024,-0.5106,0.0
martha is full of duck turds f fox news it is liberal owned too,0.0,0.35
the fall of the house of trump is finally on its deserved way prison is on its way pity alcatraz is not open,-0.6705,-0.03333333333333333
letitia james should consider investigating herself in 2017 she secured a mortgage on a property she owned for 625000 that year the assessed value on that home was only 94000 and the market value was only 546000 what a biden run corrupt hypocrite definitely becoming the lefty norm,0.8481,-0.012499999999999997
he was right im tired of winning,0.128,0.12857142857142856
the apprentice fraudster is sacked,-0.5423,0.0
very beautiful and very well portrayed because that has been the true nature of the left democrats for a long time not only in america but also here in the netherlands and the eu gr from netherlands,0.6361,0.24999999999999997
1800brainwash first 3 hours free losers get free dunce cap patriots get free one way ticket to russia molested adults get free maga hat,0.7845,0.27499999999999997
he should move to russia,0.0,0.0
the expected conclusion of this pathetic joke of a case liberals are never smart enough to conceal their intent,-0.6633,-0.3017857142857143
reality check fox freaks just like diaper don the cult con your all full of bs 91 felony indictments later and you still kiss the cult ring of your loser boy donny wake up maga muffins your orange emperor has no brains sagging diaper along with no new york is gonna have whatever little you really haveand your trump tower mr billionaire,-0.7506,0.05886363636363636
trump can browrt money,0.0,0.0
i love how non christians view this ordeal as political people of faith know satan doesnt have any power,0.7906,0.25
all this because if him running for office he really loves america he understood scrutiny would come as a result of the election yet he still ran mr trump you not only have my respect you have my vote no questions asked trumpx3,0.7089,0.1
fox news along with the republican party is now the trump family business if you want to upset a democrat tell them a lie if you want to upset a republican tell them the truth,0.1027,0.0
if judges dont like u they will fine u,-0.0798,0.4166666666666667
lock him up,0.0,0.0
this is where a rich mans arrogant little son learns not to annoy a judge before he passes sentence,0.4777,0.09375
hard to believe some of the comments on here people cheering for the failure of the one man in american politics that doesnt want them dead,0.4253,-0.20208333333333334
finally revealing those fake actions he is not a good model for next generation we are also tired of those fake blode women from fox network all look same and fake,-0.9275,-0.28125
too bad not one red cent of that money will spend in hell,-0.8442,-0.3499999999999999
i use to like him but i see hes putins buddy whats wrong with that guy,-0.5267,-0.5
has positive impactas you keep losing elections,0.25,0.22727272727272727
trump thinks rules are for other people he will always break them in seeking more wealth more attention or more votes if reality doesnt get the expresident what he wants he conjures a new one trump is compelled always to fight even when stepping back would be smarter and when accountability finally arrives he sees justice as an act of persecution by his enemies,0.6478,0.21392045454545455
will he pull an alex jones,0.0,0.0
fox got sued for almost a billion dollars for spewing lies about a company and lying to there viewers tired of the rich not paying there fair share of taxes trump and the republicans gave the richest people in this country trillions in tax cuts that us working folk have to pay maybe trump shouldnt have cheated on taxes loans and insurance i know most of us would be in jail if we did the same thing,-0.1926,0.1791666666666666
i guess new yorkers have a short memory was it not trump who built all kinds of businesses in new york when it was in trouble and yet after he went down those escalators its been hell on earth for him and his family if people cant figure out whats going on good luck in the future new york and america,-0.34,0.09419191919191917
trump should never have humiliated obama like he did asking for his birth certificate to prove citizenship black das will bleed him dry,0.5478,-0.11666666666666665
so much winning that red wave is coming,0.5688,0.25
wonderful news today maga morons now its time to send trump your insulin money,0.34,0.09999999999999998
trump lost its party time,0.1027,0.0
fox news just ignores the facts and blames trumps opponents where theres smoke theres fire and there sure is a lot of smoke around trump and its courts that have found him liable for sexual abuse and now unethical business dealings is this really someone you should be making excuses for and supporting there are much better candidates in the republican party,-0.5994,0.30833333333333335
trump just cant get a win anywhere except the votes of the gop surely he is sick of loosing,-0.538,0.04285714285714287
insane insane insanemankind are heading for disaster,-0.8591,-1.0
guilty with no availability of speech or juryincredable,-0.6124,-0.5
im not sure theres even 1 honest democrat left in this god forsaken banana republic,0.5737,0.11666666666666665
how come no one was saying the system is rigged when he won the people voted for trump and he became president no one said the system was rigged only after he lost everything is suddenly rigged and everyone is after him lol,-0.6908,0.26666666666666666
what normal american could sustain this absolute tyranny trump is a superhero he has the tough skin he has the energy he has the celebrity personality and connections he has the character and he has the billions to weather the war i am convinced no other american possesses these qualities god bless you president trump thank you for standing up for us we know that you are taking these very heavy hits for us god bless you brave champion,0.9413,0.07045138888888888
that our legal system allows this to happen is sickening absolutely sickening,-0.743,-0.5333333333333333
how he gonna pay all dat,-0.1027,0.0
look the whole country has gone down the toilet the politicians are impeaching each other and taking each other to court makes you think of one question when will the presidents actually run the country america is the real victim what ever happen to for the people by the people,-0.2732,-0.0501984126984127
don the con experiencing yet another sleepless night,0.0,0.0
hey fox it looks like your cult leader just won again he promised you youd get sick of winning sick of winning yet lol vote joe biden 2024,0.8934,0.07428571428571429
how can the us allow non impartial news channels like this we have impartially laws in europe this channel is a disgrace,0.0516,0.0
the trump base alone cannot win general elections he needs all republican voters 20 moderate republicans say they are not voting for trump he needs at least 50 of independents 80 of independents say they will not vote for trump he needs at last 10 of democrats like he got in 2016 however 99 of democrats will not vote for trump,-0.3761,-0.041666666666666664
why did she get sidetracked in 2021 and decide to run for ag instead of governor hmm,0.0,0.0
im getting confused by all the different cases wasnt he found guilty because he didnt defend himself,0.0083,-0.3
i dont even ask i just grab em by the wallet,0.0,0.0
no one is above the law except when biden is accused of a crime iidiots,-0.7845,0.0
maybe hell get mexico to pay for it,-0.7184,0.0
this is what happens when you let the rich run for president idiots out of touchand power hungry,0.5574,-0.21250000000000002
the bots are out in full force in the comment section,0.0,0.35
good day for justice very slim chaion apeal,0.743,0.44999999999999996
this is sickening i am so sorry mr president we love you left speechless over 350 million for what not a single cent not a penny not a dime a quarter or even a dollar that was lost over 350 million for what not a single cent not a penny not a dime a quarter or even a dollar that was platinum borrower always paid all of loans back on time or early the bank made millions and millions not a bad single bad word spoken god bless us all merica they could try putting biden in handcuffs for the actual criminal corrupt and treason he has committed against the american people but you know,0.2854,-0.13666666666666666
he can pay it back with the president wage when he wins in 2024,0.5106,0.15
trump needs to fire back with his own law suits,-0.34,0.3
in other words he robbed the bank and then paid it back with interest hilarioustrump is an insult to real bank robberslol,-0.0772,0.025000000000000005
garbage people doesnt matter what he does,-0.0191,0.0
in june 2016 james attempted to pressure six financial institutions including bbt berkshire bank citizens financial group peoples united bank regions financial corporation and td bank into ending its practice of providing financial services to gun manufacturers32 bbt was specifically requested to drop the accounts of sig sauer of new hampshire but denied the request33,-0.7003,0.02727272727272727
trump is a criminal and guilty law and order,-0.7351,-0.45
order to pay millions for a victimless crime to tear justice system,0.0258,0.0
trump neexs to read federal law books himself 18 usc 1984 wake up they are playing war games trump is thrwing cotton balls at nuke legal war,-0.7579,0.2
good and outdoors to right by the laws and by the law,0.4404,0.4928571428571428
good and outdoors to right by the laws and by the law,0.4404,0.4928571428571428
lmao this guy trump is smart now hes trying to install lara trump over the rnc to steal that money time to donate maga lets go,0.5267,0.40714285714285714
you kids live at your parents house go suck your thumb,-0.4404,0.13636363636363635
i love this judgement against trump if trump an illegitimate former president is going to appeal he needs to put up a 100 million bond plus when you add 9 statutory interest trump will have to pay closer to 500 million not 364 millionbrilliant i am so extremely happy with this court judgement it could quite easily have been much much more so another really good thing about this is that the judge and latisha have made this judgement order virtually appeal proof very well done latisha james,0.9618,0.4476190476190477
this is nothing compares to 700 millions that fouck news agreed to pay lesson is the more lies you spew the bigger the fine keep whining and crying orange baby boy pay up like you told nato to do so,-0.5413,0.1791666666666667
corrupt and political interference my opinion,0.0,-0.25
fox news is a joke,0.296,0.0
trump needs to get the hell out from new york this is crazy,-0.7906,-0.2318181818181818
trump going down in flames yahoo justice has just begun tobe served,0.5267,-0.15555555555555559
bottom line is whether he fibbed on his buildings worth or not im sure a standard practice among elites if he was not running for president and did not have the following he did none of this would be going on,-0.016,0.2
its tooo late for thatbut better yet stop exaggerating what you are worth in order to secure a loan for lower interest its one thing when you are trying to pick up a girl and say you own this or have that but its quite another when you present false documents in order to deceive a bank it is political in that trump knew some of not most of the indictments were coming down the pipe and knew running for president would be his get out of jail free card nice try donald it shows how much how he really cares about this country and is willing to do and say anything to pit america against itself,0.9116,0.14027777777777778
trump could always move all his corporations out of new york and other businesses follow gigantic tax base gone new yorks going to hell anyway,-0.6808,-0.16306818181818183
but but but hunter biden but but taylor swift but but hillary,0.296,0.0
lmfaoo he not going to pay im so excited because all this does it shows trump is right maga will be back in office,0.4568,0.22023809523809523
and trumpers still think trump is innocent what a bunch of embarrassing sheep,-0.0516,0.5
if the da had a vendetta against me i bet they could find me guilty of something illegal too but they dont because they dont hate me they hate trump and just picked around until they found something disgusting,0.05,-0.72
wonder how many magas have food on the table next week after donating out of their asses so trump still can eat steak for breakfast lunch and dinner in the days to come,0.0,0.25
im really having a hard time supporting you gotta reach further be maga proud,0.6621,0.19166666666666668
corruption at the highest level they are trying to bankrupt president trump and they are not going to stop more indictments are coming stop trump at all costs including epstein him,-0.2081,0.5
make sure his campaign funds go towards his crime payment order,-0.296,0.5
look at all the boo whoos for the twice impeached 4 time indicted criminal rapist cry me a billion dollar river,-0.9081,-0.4
trump has a lot of die hard supporters this judge better have a lot of security,0.4404,0.10416666666666666
time to get rid of that jet,0.0,0.0
hey fox what happened to your incredibly reliable source youve been pushing for so long finally it turns out you were just full of fake news again case dismissed how come you dont talk about this anynore cat got your tonge,-0.4767,0.13999999999999999
what has happened to your country lies hypocrisy propaganda over and over please tell me that your two parties can do better than these two old blowhards i have yet to see anything morally redeeming or god honoring in either of these two men and their parties sadly millions of you adore this dribble where are the critical thinkers in your country,0.8658,0.08333333333333333
his tantrum after this hearing will produce another 100 million for defamation of the judge xd,0.25,0.0
compare putins recent interview with tucker cason to biden in terms of mental clarity putin remembered every historical event that took place in russia since the beginning of time as well as the content of every meeting he has had with various us presidents and other world leaders biden cant remember the name of hamas its embarrassing the american people deserve far better,0.6249,0.046875
theyre all spotted run spot run cuz the price of ny real estate and an a harvard mba just hit the basement get out of ny while you can and stay away from fl tn and tx,0.3612,0.2
the art of the steal lol,-0.1027,0.8
theyre attacking the da tonight what happened to joe 5 millions dollars check he received from china and wheres james comer with them them bank record,-0.4588,0.0
the judge is a highly prejudiced joker,-0.3431,0.16
this guy is a con like his father being rich he can buy his freedom unlike averagfolks will be in jail for years if americans vote for this guy it will be sad time to say the least,0.802,-0.13124999999999998
i love this so much get where it hurts lol time to celebrate,0.8225,0.5
not criminal but most definitely dishonest,-0.1506,0.13333333333333333
and i have been getting text messages to contributeto the biden campaign how funny i told one of them to tell hill hello because i was a deplorable and proud of it,0.7184,0.15000000000000002
theyre just gonna give the money to ukraine no big deal,-0.296,0.0
they will be going after senator john kennedy of la next,0.0,0.0
this is so wrong,-0.6113,-0.5
this is so rediculous the justice system in new york should be so ashamed of their selves engoron and james needs to resign if not they need to be disbarred new york is the biggest embarrassment of the united states outside of biden and the weaponized doj fbi and our government,-0.4267,0.0909090909090909
if hes running a business enterprise with questionable practices republican or dem he should pay sad that were expecting him to run a country with the same mindset he cant be innocent after this many losses in court we should all stop being gullible trump aint the gop,-0.9207,0.0
should of complied with the law right trumpers,0.0,0.2857142857142857
this is not right,0.0,-0.14285714285714285
we all need to sell our trailers and give all of our money to trump now he needs us patriots more than ever,0.0,0.5
pretty soon he will be poor and broke like all his supporters,0.4019,-0.07500000000000001
so after proving the mainstream media and democrats are corrupt now trumps proven our legal system is corrupt he has a knack of making people expose themselves,-0.0258,-0.26666666666666666
lets make sure we go out and get trump elected 2024,0.3182,0.5
im still waiting on fox news to report on the facts of the case and in general also ag james is an elected official trump openly spoke about tossing hillary in jail during his 2016 campaign ala lock her up where is their outrage on that,-0.5106,-0.016666666666666663
if i had 500 million dollars i would gift all of it to donald trump and ask him to work hard to make america great again im praying for him because he is a target by this corrupt administration its all persecution and political,0.8442,0.002083333333333326
fox is a fckn disgrace defending this fraudster and sexual deviant,-0.7717,0.5
trump has done so much for new york its truly sad that these people are so envious and cruel,-0.7909,-0.2909090909090909
trump is guilty face facts magats you all worship a conman trumps a criminal trumps a rapist the magats are so proud of that fact,-0.7103,-0.033333333333333326
only guilty people are found guilty morons,-0.7845,-0.45
why dont you losers talk about putin murdering navalny,-0.3662,-0.2
its okay putin is gonna funnel him the money for his appeal and back the rnc in order to get him back into office because he loves trump so much maga coming back soon,0.6908,0.13999999999999999
biden is old lets also charge him 350 million anybody with me,0.0,0.1
the ny states finally received the property tax due to be paid 20 years ago,0.0,-0.0625
maybe he can make 364million trump gold bars and sell them to his followers,0.0,0.0
alexander smirnov comers big witness found guilty of lying,-0.7351,-0.25
the judge must be disbarred wake up you fools it is political corruption,-0.4939,0.0
ps you fing assholes its not president trump it is former president trump foff and get a life cheers from europe you traitors on fox,-0.1779,0.0
these maga folks are big mad to my ears,-0.4939,-0.3125
look this is the screwiest most effective campaign ad situation that ive ever seen the demleft deepstate and establishment are guaranteeing that trump is our next president,0.101,0.3666666666666667
the only corruption here is the big orange man,0.0,0.0
here you go you fing fox liars all you guys lie for years so just foff best day in nine years foff you traitors from fox and best wishes from abroad in switzerland stop lying all you aholes,0.3669,1.0
so much winning bigly he needs more than 400 million in bonds just to appeal his maga cult are gonna go broke paying for him watch out for the next wave of trump fridge magnets,0.2212,0.25
why isnt every other real estate agent who does this so most of them not have this happen almost seems politically motivated,0.4091,0.14375
trump lost another witch hunt does anyone know of a good witch hunter trump needs a quality witch hunter instead of a lawyer trump could save millions if he had a quality witch hunter,-0.6369,0.7
at this point i just see trump as a pathetic fool im not voting for anyone in the upcoming presidential election,-0.765,-1.0
biden has to put some of that money he wastes back in the positive,0.5574,0.009090909090909085
give 5 bucks a month,0.0,0.0
the judicial system is completely corrupted judicial system need to be reformed urgently fking judges have so much power judges abuse power,-0.6369,0.15000000000000002
the law is broken,-0.4767,-0.4
investigate ergoron and jameswhat are you waiting forbet there is plenty to find out,0.0,0.0
theres no justice for this and this ruling is wrong,-0.2263,-0.5
if you rob a bank then give the money back no crime think and dont sound like the trumpster theif,-0.8862,0.2
been breakin laws like billy the kid since forever fine but dont get all butthurt when he goes to prison billy the kid had fans too he robbed and killed and a guy made money writing stories that made him seem ok like one of us,-0.6705,0.2388888888888889
trump will now do everything he can to win the presidency he no longer has the means to get out of this slump hed be close to a billion in debt by now so all you poor maga minions your king will beg for your votes,-0.5046,0.2
overeach at its worst,-0.6249,-1.0
they attacking him if they are doing this to him we should watch out,-0.4588,0.0
question you know why trumps book art of crooked deals is much thicker than mary trumps book answer 5 chapter 11s,0.0,0.1
every network showed trumps live response but fox,0.0,0.13636363636363635
i dont understand how a judge can be so corrupt and have no fear of being in trouble for his stupid actions,-0.8885,-0.5
so basic he is a crook and is not above the law being fraudulent is like breathing from trump not corrupt justice is just justice,-0.7393,0.08333333333333333
trump 2024 god bless america,0.5994,0.0
i am so happy for him he is and always will be a criminal,0.1513,0.2
whats the average education of a typical fox veiwer lol,0.4215,0.16111111111111112
trumps two fines now total 438 million not to worry his millions of followers will quickly donate that amount to him,0.3412,0.16666666666666666
hey dum dumsbreaking the law is illegal except in georgia and florida,-0.5574,-0.5
when are the cult members going to finally realize that donald is a crook and a shyster,-0.3818,0.0
trump will not pay a dime have you watched what is happening at the supreme court it will be overturned in trumps favor engeron will lose along with james it was a political witch hunt from the beginning go trump 2024,0.3391,0.0
couldnt have happened to a nicer guy,0.4404,0.0
apartment was 1 of the holdings and the place he got in early 1980s the discrepancy is nothing compared pentagons 63 of 38 trillion in assets insufficiently documented this is total bologna oh where oh where do the publics funds,0.1779,0.05
when you steal money isnt criminal nice,-0.4129,0.09999999999999998
and i wonder why is fox silent on the newest bombshell alexander smirnov lied to the fbi,-0.3818,0.0
ones he becomes a president all this idiots are going to be sue and none of them are going to have the money or the people to defend them,0.0,-0.8
jesus answered im the way and the truth and the life no one comes to the father except through me john 146 i pray you make your eternal destiny secure through jesus right now it sure beats burning in hell forever ask him into your heart and to save you right now youll be glad you did,0.7717,0.3942857142857143
only 364 million his followers will have that paid off in a couple of weeks,0.0,0.0
355 million dollars where will he find the money to pay that judgment,-0.1027,0.0
stormy daniels is still to come,0.0,0.0
its ironic that the criminal and fraudster keeps tearing down our institutions judges fbi doj anyone who wont break the law for him,-0.8126,-0.11851851851851854
i think we all know a crock when we see ir,0.0,0.0
wheres fox news coverage of the fbi informant thats been charged for lying about biden you know the smoking gun guy that started the whole case for bidens impeachment,-0.765,0.2
thats some good shtuff right there keep it up,0.4404,0.4928571428571428
perfect phone call,0.5719,1.0
the good news is if every trump voter donates 65 million dollars each trump can payoff his fine for lying sounds doable,0.0772,0.5583333333333333
does the eighth amendment mean nothing anymore,0.0,-0.3125
ridiculous why would a smart business man over rate his property causing a higher tax value clue he wouldnt if anything hed under value for lower tax rate so ruling is obviously judicial mafia extortion blackmail,0.4215,0.03273809523809524
now does everyone know why he hid his taxes for 6 years all the while saying his taxes were tied up with the irs most knew he was lying,-0.5859,0.5
trump shines the light on corruption,0.0,0.4
i guess the other kids at school are doing it defense didnt work he needs to look on the bright side the colorado isis ballot cleansing case and the georgia love birds case have both crashed into mountains,0.8225,0.3583333333333334
hope he hide a lot of his money,0.296,0.0
walking around money for a multibillionare like felonious trump,0.3612,0.0
if trump wins the white house he will be busy for the next 4 years anyway,0.5719,0.1
trump should start a go fund me page in a day he could pay all his fines from the american people its the least we could do,-0.1027,-0.15
leticia james and socalled judge ingoron are both criminals that should be locked up or deported,-0.5719,0.0
you cant rob a bank and cleanse the crime by giving it all back with interest,0.5892,0.0
i love all of the responses from the bots in this channel they say such stupid stuff it makes me laugh,0.6597,1.3877787807814457e-17
crooked trump,0.0,0.0
america is a trash heap under the democrat administrationa criminals haven,-0.5719,0.0
can he just ask 10 bucks from each voter supporter 10 x 50000000 im sure people will send him money,0.5267,0.5
what a great day for justice,0.8176,0.8
trump is 100 guilty and needs to pay 360 million and district attorney james brought justice to new york,0.0516,-0.18181818181818182
ouch thats gotta hurt letitia you got him gurrrrrrl,-0.5267,0.0
maybe he can sell a new line of playing cards or trump family bobble head dolls if every maga moron would buy 30 or 40 dolls it would raise millions,-0.34,-0.33181818181818185
trumpy you didnt didnt pay you delinquent you gotta pay in fact i encourage them to do whatever the heck they want in jail,0.4874,-0.1
is trump is the white o j,0.0,0.0
notice that they arent showing any of the actual decisions made by the judge where he shows why he made the decisions they cant show that because its impossible to argue against the actual data but yeah totally political idiot cultists lmfao,0.2459,-0.29333333333333333
a witch huntby the criminals party the democratswe support you trump,-0.2023,0.0
trump 2024 democrats will fail and trump will rise again,-0.5423,-0.5
trump stole from new york citizens by falsefing the value of his properties loans denied to others by financial institutions insurance inflated for others and property tax diminished for trump but inflated for others they lied to benefit themselves and curse all others,-0.6597,0.06818181818181818
communism at its finest dont worry they will come for you next if you think voting is going to fix this youve been drinking the koolaid,0.3412,0.0
meanwhile bidens son is walking free without consequences,0.5106,0.4
folks you support him regardless of truth he is cheater fraudulent and consistent lier he plays to putin hand to get his support to win the race meanwhile you stop supporting ukraine where everyday woman children are dying and cities flattened to earth show courage stand with brave ukrainians help them to defend themselves god bless you,0.9716,0.38
every trump supporter donate to a legitimate fund to help trump together we are strong simple as,0.7964,0.21666666666666665
oh all the little snowflakes are just so so,0.0,-0.1875
many times fox news talked about james comers informant on biden that fake informant was arrested informant had made up all the fake details fox news lied to all viewers,-0.8979,-0.16666666666666666
these bubble heads to include ari fliescher neglect the fact that trump took the 5th over 400 times and one of his idiot sons eric took the 5th over 600 times no wonder faux news got sued for repeating the stolen election lies these people need to do the american people justice and locate a candidate thats not a crook,-0.8779,-0.4
the judge dreath,0.0,0.0
justice servedas much as trump wants to believe and demand that he is well above the laws and no laws pertain to to himtoday he was brought back to reality citizen trump found out today he is not above the law citizen trump was found guilty based on the factual evidence by a jury of his persits good to see that our us justice system does works,0.743,0.08571428571428572
no matter how much money the fraudulent phony fascist has to pay its not going to save democracy only holding him accountable by putting him in jail will ensure that we remain a democracy before its too late and we wont have any say in the matter,-0.8492,-0.049999999999999996
if every donald trump supporter donated just 5 dollarsto help trumpthats over 80 million people that will show them we support one anotherstick together americans,0.7579,0.0
the banks always check out what you have the ecess your worth not you this is stupid,-0.3612,-0.24999999999999997
a friendly reminder that the court was originally seeking 250 million but trump was caught trying to move millions while under investigation,0.2732,0.375
trump is a pathological liar what do you expect he will continue to lie to play victim and grift his supporters,-0.0258,-0.07500000000000001
for goodness sake new zealanders and consider him a criminal a friend of communist leaders 818 you only need to listen to him speak at his rallies he never has anything of substance to say he is not intelligent or honest enough to hold office put him to sleep and focus on things that matter fix your gun laws america,-0.5693,-0.010606060606060619
alexander smirnov alexander smirnov alexander smirnov why doesnt fox call itself fair and balanced anymore,0.3182,0.7
ill never go to the state of new york,-0.4215,-0.18181818181818182
well he will be potus in 2024,0.2732,0.0
ok lets get into bidens accounts and then say whos guilty,-0.1531,0.0
thank god he can appeal to a higher court that has real justice in mind,0.7906,0.225
these ppl should be ashamed of themselves to treat an american president with so much disrespect its unacceptable and i think in this life or in the next they will be made to pay everyone that has a hand in this disgusting show its sickening im literally completely outerly going to vomit especially if i picture that weirdo looking poc judge such low class ppl total bs u ppl are destroying this great country of ours i feel thats your endgame though fu and the horse that latisha rode in on,-0.9572,-0.08333333333333333
no problemhis base will pay the bill for himoohhhfox is having a pity party for the billionaire who wants to be a us dictator lock him up alreadyj6 was politicalbut they lose faith in the system because this criminal is being held accountable no longer the law and order party,-0.6705,-0.275
leticia james running for office saying she will get trump has no bearing on the facts of the case the evidence does not produce itself she did not invent evidence she collected it and her collection was so good and by good i mean valid that trumps expensive legal team had no logical evidence to defend him he barked about a witch hunt because he already knew he was going to lose just as he barked about election interference months before the election even happened your love for trump cant change the facts of the case,0.679,0.16607142857142856
now that is what we call maga our gov has been hijacked by big money interests this one wasnt draining a swamp he claiming it,0.25,0.0
kangaroo court,0.0,0.0
im curious as to why republicans have a problem with someone being found guilty of a crime that was committed i thought the right was all about law and order or does that only apply to people they dont like,-0.7724,-0.07857142857142857
he said people already move out of new york a other lie,0.0,0.005681818181818177
i hear the weather in sochi is nice these days,0.4215,0.6
he wil trow his family for the bus for money,0.0,0.0
so much winning at least it wasnt 787 million like fox had to pay why is god letting all these bad things happen to the grab em by the puy spray tan ymca dancing clown duh im a dumb maga,-0.5471,-0.23499999999999996
bail him out trump cultists your deity needs your money please give it to him,0.3182,0.0
what a complete sham he will win the appeal,0.5859,0.23333333333333336
what americans are doing these democrats are keep doing witch hunts and judges are misusing law an power,-0.3612,0.0
when this witch hunt will finish when these democrats stop doing illegal lawsuits,-0.836,-0.5
trump is a fraudster a rapist and a traitor you got yourselves a real winner republicans,-0.6808,0.2
pay to who who gets the money,-0.1027,0.0
trump is our commander and thief yeah donate to the billionaire,-0.296,0.0
i hope these views turn the home owner into a millionaire because hes going to need it after the lawsuit not mention the fact that they decided to humiliate the man by posting it on social media,-0.3612,0.03333333333333333
all we can do is vote for our pres donate j trump,0.0,0.0
is the housing market going to come down,0.0,-0.15555555555555559
sleepys fascists destroying americas democracy,-0.6597,-0.2
trump will never win the election he cannot and will bot get independents and suburban woman good luck on your dead horse the idiot base loves this stuff educated americans understand that fox just lies and lies and doesnt fall for this bs,-0.7699,-0.25000000000000006
the ungodly democrats are going down,0.0,-0.15555555555555559
355m is small the court shouldve charged triple and a lifetime ban,-0.6597,-0.25
after serving your country with the best of your ability and this what you get i salute trump for keep fighting to serve his beloved nation and its people,0.8074,0.85
fox trying to defend the indefensible again,0.0,0.0
w leticia doing gods work,0.0,0.0
this means that he doesnt know how to run a business legallyso forgot about running our countrycon man,0.0,0.0
mr trump bring your business to missouri where the highest voting trump county in the nation is and where you are loved,0.5994,0.7
i cant even watch this without being sick to my stomach tho i know that it was uncalled for more headhunting then witch hunting illogical unreasinable and just flat wrong,-0.4874,-0.18482142857142858
got only half of what he deserves for his crimes lock him up,0.0,-0.08333333333333333
every citizen should sue l james for defamation sue for 800 million dollars james is using the legal system for personal vendetta the alleged judge should be sued for making judgment on a personal vendetta,0.128,0.025
its purely political none of this would be happening if america did not love trump so much and his political enemies were not so scared of him,-0.5483,-0.012499999999999997
all yall getting juiced and yall still think its funny,0.4404,0.25
trump is a big cheater pay up rapist cheater to all gop be ready to pay for trumps liabilities,-0.9186,0.1
remember folks president joe biden doesnt have the mental cognitive ability to be criminally charged but can still be president curious why donald trump is being held to a higher standard over the united states president,0.7845,-0.06999999999999999
this is amazing news,0.5859,0.6000000000000001
the judge probably started writing his decision before the trial began,0.0,0.0
ironic he tells nato members to pay but doesnt even pay his,-0.2617,0.2
odd how this comes on the heels of the faniasco,-0.3182,-0.16666666666666666
you people laughing if they can do this to trump they can do it to your family too,0.4939,0.0
fdt,0.0,0.0
if i was trump i would not use money for a charity in my name to produce a self portrait for myselfalmost sounds narcissistic and people could misconstrue it for the charitable purpose it was commissioned for donald trump,0.6705,0.6
yay this is wonderful news,0.7964,1.0
get out your wallets you fools youre the ones paying,-0.4939,0.0
this is a great day in america the orange clown will start begging for money from the brainwashed gop this is just the beginning,0.6249,0.8
election interferance and theft he should sue them for deformation,0.0,0.0
