comment,sentiment_gemini,sentiment_vader,sentiment_textblob
folks you support him regardless of truth he is cheater fraudulent and consistent lier he plays to putin hand to get his support to win the race meanwhile you stop supporting ukraine where everyday woman children are dying and cities flattened to earth show courage stand with brave ukrainians help them to defend themselves god bless you,-0.479,0.9716,0.38
he doesnt care about these things to him its nothing more than a side show from the real problems facing america his 2 main concerns are the american people and the united states a true american patriot one of the all time best the best i can do is tell him thanks,0.7,0.9113,0.3796296296296296
i wonder how many nyers will lose their jobs in his organization and supporting companies,0.0,0.0516,0.375
pay up you rich piece of trash,0.0,0.4939,0.375
trump has many supporters willing to help him pay his debts i suggest they all give 1000 a piece,0.7,0.6369,0.375
just stopped by fox to see the reactions from trumps fans maga consistently displays their inability to face reality send the fool more cash the billionaire needs your welfare,-0.8,-0.7579,0.375
if trump wins as he should it would be nice to see something happen so that states like ny and ca can not do this kind of political warfare otherwise they should lose all federal funding,0.0,0.6557,0.375
well ya know democrats dont like rich productive individuals they want to be given things comes as no surprise,0.0,-0.4086,0.375
meh hes the mostest rich the superest bigly rich so rich no words for richly pay up bichly,0.0,0.8891,0.375
the amount of lies that come out donald trumps mouth have fact checkers working around the clock hes a pathological liar and his downfall is here since trump republicans have lost every significant election and they will continue to lose donalds time is up,0.0,-0.8519,0.375
that crooked nosed crook engeron should get it good when trump get back in the whitehouse lol,-0.3,0.6908,0.375
a friendly reminder that the court was originally seeking 250 million but trump was caught trying to move millions while under investigation,0.2,0.2732,0.375
trump is the perfect human i want my son to be rich and sexually forceful like him its the american way maga,-0.5,0.8779,0.375
whats the weasel judge going to do when it gets overturned whats going to happen to the judge if a higher court finds he was prejudiced will he be appropriately punished or will he be inappropriately protected,0.0,-0.4588,0.375
voting for president joe biden the builder the best us president in the past 50 years grampa tre45on is circling the drain,0.75,0.6369,0.375
trump i used to be incredibly rich got any spare change i still owe alina habba money for costing me 4523 million in lawsuit trials,-0.7,0.4576,0.375
then again new york state may not be able to sell themooh not looking good for new york state govor ag james,-0.4,-0.3412,0.3681818181818181
this is a case with zero victims all loans were repaid and the banks even testified in defense of trump hotels if you own a business in new york flee,0.75,-0.2023,0.3681818181818181
don cost his kids 450 million more now you gotta love the old man,0.3,0.6369,0.3666666666666667
look this is the screwiest most effective campaign ad situation that ive ever seen the demleft deepstate and establishment are guaranteeing that trump is our next president,-0.2,0.101,0.3666666666666667
oh and marthadont get too comfortable in the chair you sit in now it can be yanked at any moment no one you work for is loyal,-0.875,0.6369,0.3666666666666667
is it ok to pay your accountant to lie personally i prefer an honest accountant,0.0,0.6249,0.3666666666666667
stinky will file bankruptcy 354m 88m you old folks get ready to make donations we here in are happy,0.0,0.5719,0.3666666666666667
read this if you are brave do the research if anybody here has a brain left donald trump very likely became a kgb asset during his visits to russia in 1987 the kgb was very interested in trump because he loved flattery and was egotistical they wanted someone who was politically ambitious trump is turning his back on nato and ukraine which is making putin happy i am a republican but republicans never acted like this he thought he could negotiate with them but he got used,0.0,0.7834,0.359375
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,-0.35,0.9847,0.358578431372549
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,-0.7,0.9847,0.358578431372549
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,-0.25,0.9847,0.358578431372549
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people,-0.5,0.9847,0.358578431372549
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.0,0.9847,0.358578431372549
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,-0.478,0.9847,0.358578431372549
i guess the other kids at school are doing it defense didnt work he needs to look on the bright side the colorado isis ballot cleansing case and the georgia love birds case have both crashed into mountains,0.0,0.8225,0.3583333333333334
id love to be a fly dodging ketchup bottles on the wall down at motel lardo right now,0.354,0.5859,0.3575396825396825
there is a special hell for demon crats,-1.0,-0.4404,0.3571428571428571
supreme court has to once again step inthere is no guilt at all supreme will certainly know that plus how many are they putting out of work,-0.25,0.743,0.3571428571428571
predator trump will be just fine the saudi government gave him 2 billion dollars oh thats right they gave it to his soninlaw wink wink predator trump for inmate 2024,-0.8,0.2023,0.3511904761904761
how many ditzy blondes with subpar resumes does fox interview and hire straight from the maga sewer,-0.63,0.2263,0.35
martha is full of duck turds f fox news it is liberal owned too,-0.82,0.0,0.35
well ms james did get him trump supporters better get ready for a slew of emails,0.0,0.8555,0.35
came straight to fox tears they better get their check books outdaddy needs money show your loyalty to the trumpet,0.0,0.7506,0.35
good to see the trump crime organization is being punished finally,0.5,-0.5574,0.35
the bots are out in full force in the comment section,-0.4,0.0,0.35
the goal is to rid the man of his power via his money and he will be expected to win the election in 2025,0.0,0.5859,0.35
they are coming after his money why are so many people in ny corrupted to steal there is no justice for trump go after this judge legally,0.0,-0.1531,0.35
get ready folks the billionaire will be in full tv evangelist mode speaking in tongues begging for 1000 love offerings,0.0,0.7717,0.35
i always tell the bank that my beer can collection is worth 1 million they can determine if this is accurate,0.2,0.2263,0.35
good riddance next sentence is prison hopefully,-0.5,0.3818,0.35
the maga propaganda talking points dont hold up in court chalk up another win for justice,0.6666666666666666,0.7351,0.35
first it was the votes now its the law the democrats has this much power if thats so how in the hell was there ever a republican president please someone explain this to me because i really liked trump,0.0,-0.0534,0.35
what happens when you have an affirmative action reject and racist,-0.5,-0.7717,0.35
simply bs leave trump alone and let him run a fair race please stop cheating the people,-0.6503,-0.5267,0.35
my kidneys are screaming for me to stop intaking all these sweet sweet n salty comments,-0.1,0.296,0.35
found liable with no injured party lol,0.0,0.1531,0.35
well the prosecutor kept her word that is very commendable we dont see to many politicians keeping their word,0.8,0.2732,0.35
this is full election interference,0.0,0.0,0.35
the law applies to everyone you steal you pay its the american way good job judge,0.6,-0.1779,0.35
law and order party is full of excuses and apologies,0.0,0.4019,0.35
trumps reelection in november is going to be so sweet i cant wait,1.0,0.5949,0.35
what a loser i bet his diaper is full today,-0.43,-0.5267,0.35
justice is sweet,0.56,0.7506,0.35
whine more had he not broken the law he wouldnt be here now,0.0,0.0139,0.35
you sure dont hear much noise about impeaching president biden anymore after the gops star witness was arrested for lying to the fbi this network mentioned that informant over 300 times where is the apology for lying to you yet again remember dominion,0.0,-0.8126,0.35
thanks democrats for giving trump 5 more,-0.25,0.6486,0.35
sucks to be republicans gotta love maga tears god every day more and more good news so tired of winning lol,-0.25,0.8634,0.35
its good to see that justice is being served for a change trump is finally getting what he deserves,0.0,0.743,0.35
please leave our country trump america absolutely hates you you stole from the good people of new york to put in a gold escalator and pay for your wifes wardrobe what a loser america hates the trumps,-0.8,-0.734,0.3454545454545454
hahahaha get your checkbooks ready maggots another big win for the scamming and taxevading sexual predator,-1.0,0.743,0.34
my humble advice to the maga republitrumps is to dig deeper in your pockets and thanks to bidens great job market consider getting another job as there are 4 more major cases to come where you would need to bail your so very innocent guy out,-0.7,0.8742,0.3354166666666667
you no what fox ask the dam people that was beat out there dam money ok shut the hell up and yall pay it this why trump needs to winask his buddies putin abd china to pay ittrump you tied of winning pay your billsgo blue,-1.0,-0.5267,0.3333333333333333
attention loyal trump supporters please sell your house sell your cars sell your kids sell your dogs do everything you can cash out your retirement send everything you can to our president trump he needs to collect 350 million lets pay his bills come on guys lets do it,0.0,0.7845,0.3333333333333333
this it the most fun ive had in a while thanks trump supporters,0.0,0.8553,0.3333333333333333
foxnews goes like lucky you donald in our case it was 787 million dollars p,-0.2,0.6486,0.3333333333333333
and its only february how many more cases does he have,0.0,0.0,0.3333333333333333
all the loyal supporters should pay all the money,0.0,0.6808,0.3333333333333333
this is too much for the tiny minds of fox news hosts lol,-0.45,0.4215,0.3333333333333333
_todays lucky number 364000000_,0.2,0.4767,0.3333333333333333
this wont stick they democrats will crow about it but stay silent when its overturned like so many before this one thats why your average leftard still thinks stormy damials made millions off of trump when the facts are hes the one that made money from it suing her she got nothing and he got millions but youll never convince a brainwashed leftard it happened most still believe the story about him grabbing the steering wheel of a moving vehicle he wasnt even in lol,-0.4761904761904762,-0.5435,0.3299999999999999
how many dicks did the ag of new york have to suck to get in office and how many dicks did the judge suck to be a judge the ag is racist she hates white people and people better wake up,-1.0,-0.8689,0.3272727272727272
fox news very funny news outlet,-0.2,0.4927,0.325
only thing better than this is fani getting back on the georgia caseim so happy and elated im going to pass out,0.66,0.9202,0.325
yet biden is untouchable we are truly done as a free country this is exactly what dictators do go after their opponents this is all about keeping democrats in power,-0.5,0.7351,0.325
the old man has now cost his kids 551 million growing 1mweek you gotta love the old man eh and melanie was overheard booking a oneway flight to the south of france vlad has a couch in his basement but said the kids are on their own trump is a flight risk pull the passport,0.057,0.0772,0.3249999999999999
hes a criminal and fraudster who mislead many many people and organisations something fox is also good at,-0.5,-0.6124,0.3249999999999999
yes contributie the the distrust what do you care as long as it is good foe the viewing rates the greed devil is inside you fox newshosts and he will eat you from the inside,-0.375,-0.6124,0.3249999999999999
every mention of trump losing his businesses puts a smile on my face yes pay up orange makeup wearing criminal clown and real americans not fox viewers cannot wait for you to be lockedup either thator well happily give you and your klan a oneway ticket to russia then youll learn what a good man putin is you fascist,-0.9,0.4215,0.32
all businesses better move from new york they will be sued for anything,-0.3,0.4404,0.3181818181818182
wont affect trump new york is collapsing anyway most business owners will see this shitshow and they will move their business anywhere else,-0.7,-0.296,0.3181818181818182
they should move on their assets out of new york move it to another state keep those buildings vacant so nobody can get access to the buildings and help new york from losing mass jobs and money because i bet there are so many states that would love to have trumps business and the money that could be made off the revenue and job creations,0.0,0.8225,0.3181818181818182
who cares new york will be a smoking hole in three more years,-1.0,0.4588,0.3181818181818182
i love new yorkdonnieboy hit the door jack take your spray tan to florida,-0.5,0.6369,0.3181818181818182
hahahahha get ready for the emails asking for help to pay this such a successful billionaire,0.0,0.8225,0.3166666666666666
this is no surprise liberal judges will continue to crucify trump he will win on appeal but in the meantime they are making his life miserable thats okay the more the libs crucify him the more popular he becomes,-0.574,0.5483,0.3166666666666666
it is funny how most trump supporters aint saying he didnt do it but that there were no victims thanks for admitting trump is a crook,-0.4,0.2822,0.3166666666666666
it just takes one for solitary for 30 years with stainless grinding bill loved it and he was true christian no gold or diamonds for autumn or trumps friends,0.25,0.8225,0.3125
we lost a battle in new york today peoplebut we will ultimately win this politically injustice war hold the line patriots,0.0,-0.8271,0.3121212121212121
im candian and this is good old entertainment for me to watch better then tv im lmaof love watching untited states soap operas piltical or not love the entertainment,0.7,0.9628,0.3099999999999999
fox news just ignores the facts and blames trumps opponents where theres smoke theres fire and there sure is a lot of smoke around trump and its courts that have found him liable for sexual abuse and now unethical business dealings is this really someone you should be making excuses for and supporting there are much better candidates in the republican party,-0.6631,-0.5994,0.3083333333333333
450 million with millions more in fine coming in the next couple months,0.0,0.2682,0.3055555555555556
isnt this the hack activist judge who says maralago is worth 18 mil speaks volumes of just how uninformed he is,-0.7,0.2263,0.3
trump revenge tour 2025 is gonna be some watch i wanna see donald act like xi towards these people their own ideology played back on themselves lets gooooo,0.4,0.128,0.3
a vote for trump is a powerful vote for russia,-0.8,0.4215,0.3
is there an honest court left in these united states,-0.2,0.7269,0.3
mans lost twice already next is the election lmao,0.0,0.3818,0.3
so the appraiserjudge deems mar a lago is worth 18 million so for 365 million i can by 19 mar a lagos you cant buy one for 365 million,0.0,0.2263,0.3
trump will either be remembered as the greatest criminal in us history or the guy who put an end to democracy how will fox be remembered,0.0,0.2023,0.3
i hope trump wins and becomes a dictator then he can deal with these people the way they deserve,-0.9,0.765,0.3
i dont think trump is even worth 364 million,-0.6000000238418579,0.2263,0.3
great news this criminal is getting justice i am sure the call for donations will go out after this,0.5,0.7506,0.3
he wins to the likes that nobody has ever seen before,1.0,0.7579,0.3
oh boy now his supporters have to give him even more money come on people put in some more ot he got legal bills to pay and we know he doesnt pay themyou do oh you pay his butlers bills to so take a swig of the kool aid on your back to work and keep those donations coming,-0.8,0.296,0.3
from the same people who claim the liberals need to respect the rule of law dont follow it or respect it when its their own,-0.25,0.7351,0.3
and once again the world continues to laugh at trump and his minion supporters,-1.0,0.7579,0.3
trump defrauded the honest loan repayers who dont cheat and the american tax payer fibe should have matched his claimed wealth a billion dollars,-0.7,0.8393,0.3
trump needs to fire back with his own law suits,-0.625,-0.34,0.3
this proves the two teir of justice,-0.8,0.5267,0.3
hes gonna need those gun loving god fearing nut cases to buy a lot of red hats to cover that,-0.5,-0.0258,0.3
justice for the honest people of america we the people disdain the crooked clown,0.0,0.5574,0.3
this just proves trump won in 2020,-0.9,0.5719,0.3
can anyone honestly say this situation would be the same if donald trump still identified as a democrat we all know it wouldnt,0.2,0.4588,0.3
what happened to being guaranteed a fair trial and wheres the jury there is no way trump got a fair trial this judge had trump guilty before any trial began its as unconstitutional as it gets,-0.5,-0.1027,0.3
after trump wins the appeal he should sue3x the state of ny,0.0,0.5719,0.3
clear election interference and treason many people need life in prison to serve as an example that this can never be allowed to happen again,-1.0,-0.5574,0.3
raper don owes 364 million more than he did yesterday heres one way to visualize the size of that punishment lets say don raper pays in 100 bills if those 100 bills are laid end to end thats 1860000 feet aka 352 miles of 100 bills magaverse consider the above when deciding how much of your hardearned funds to give him if you truly love don the fingerman each maga should donate a football fieldss length in 100 bills do it you know you should,-0.227841,-0.7096,0.3
this is fun,0.6,0.5106,0.3
ask gary gibb and family have fun gibb kids,0.0,0.5106,0.3
watching this bloated orange oaf being diminished and belittled seemingly on a daily basis just fills my heart with glee loving the show,0.8,0.7269,0.3
what did that woman do to deserve 80m thats more than my lifes work so far and i work to 5am,-0.4,0.0,0.3
pay that funky money white boy lmao,-0.5,0.4767,0.3
good news for a change now jail the sob,0.65,0.2263,0.3
i hope when he wins his aquittal that he sues both the da the judge for defamation fuking joke,0.0,0.5574,0.3
boy you guys are pissing american people off cant make the money on your own so you have to steal from trump,-1.0,-0.7096,0.3
biden and company are too powerful for fox and trump just ask nancy,0.188,0.4215,0.3
wow thats more than the state of ny is worth,0.0,0.6908,0.3
id like to take a moment to laugh at all trump supporters,-1.0,0.8402,0.3
hes almost catching up to you guys there at fox everyone quit lying and people would quit being such fraudulent criminalswe wouldnt be watching all this stuff maybe its time for fox to turn the corner if you all did i might watch you guys again 1 day now youre gonna put ari on jesus help us,-0.5,-0.5994,0.3
he paid the loans the banks have their own appraisals this is political theater,0.0,0.0,0.3
america will never come together with this kind of reporting trump shouldnt even be running for president he attempted to stay in power as president and you just back him,0.0,0.0,0.3
whats hilarious is that the dems had the fbi pour through all of trumps business records hacked his computers and tapped his phones and in the end they had to fabricate false allegations trump is the most honest businessman you will ever find,0.0,0.5563,0.2999999999999999
someone get hit by a car over there watching your show live and a lot of crying going on over there lol if it was biden you couldnt stop laughing am i right bruce hornsby thats just the way it is some things are starting to change something like that lol not sad,-0.5,0.7017,0.2960111317254174
and the right still will see this as a way to make him look honest and as the second coming,-0.3,0.5106,0.2952380952380952
sue that judge for 400 milliion in damages for not allowing rule of law and due process all the banks said the properties were worth more than what the appraisers evaluated them at and more than what trump valued them at also ask for a refund on the taxes that were paid on all these properties,0.0,0.2263,0.29375
thats nothing since he said hes worth 9 billion right,0.0,0.2263,0.2928571428571428
i cant think of a more deserving criminal lolas maga continues to chase fantasies of biden impeachment the only one who continues to lose is there cult leader lolthis is just to funny lol,-0.6,-0.1725,0.2916666666666667
this is beyond ridiculous they are trying their best to ruin this man but god has a plan for trump and god will have the final say trump 2024 love from canada,1.0,0.8898,0.2916666666666667
this is the most ridiculous case look at the resemblances on the da of all trumps cases i believe something will come up on these corrupts just like fanni willis case god is good and the truth will fall out eventually god protect president trump and his family and everyone who supports him,0.6,0.9044,0.2888888888888889
the trump supporting company i work for have always said they must keep their books accurate because they can never take a chance of jeopardizing everything they worked for that it was smart business,0.5,0.594,0.2880952380952381
i assume he can appeal this nonsense right,0.0,-0.481,0.2857142857142857
ny will go broke with our trump businesses and it will serve them right,-0.8,-0.4215,0.2857142857142857
law and order right donald,0.5,0.0,0.2857142857142857
the business licences have not been takentypical fox hosts get your facts right,-0.4,0.0,0.2857142857142857
rush is right,0.5,0.0,0.2857142857142857
should of complied with the law right trumpers,0.0,0.0,0.2857142857142857
yeah right,0.0,0.296,0.2857142857142857
remember when all you trumpers use to say lock her up well i guess all you trumpers were right but the difference is its not hilary clinton,0.0,0.1406,0.2857142857142857
thats nothing to a billionaire right,0.0,0.0,0.2857142857142857
u people suck trump is a lier and he has always been a lier he lies right to his party and they dont care their orange god,0.0,-0.5466,0.2857142857142857
i have got the popcorn ready for the day that trump hires 100s of special prosecutors this is gonna be fun,0.2,0.8176,0.2857142857142857
another gd outrage right now trump could be elected king,-1.0,-0.5106,0.2857142857142857
a very big assumption that dtwould win a general election,-0.5,0.5859,0.2833333333333334
true independents are smart and unbiased they support the rule of laws and uphold democracy all others are just noise and pissed off magas pretending to be one of us,0.0,0.5106,0.2821428571428571
trump 2024 the fact that hes still able to do business in new york lets you know that a crime was not committed let that sink in what they alleged is a crime is increasing the value of an asset in order to obtain a higher construction loan amountwhat allllllllllllll commercial real estate investors do that that is what they do all day its called loan to value its equivalent to a person taking out a second mortgage on their home and using the money to make home improvements if you dont agree with the amount the bank is willing to lean you based on their own appraisal of your property you can contest trump contested that his property was worth more the bank agreed after doing their own due diligence the property was indeed worth more therefore trump got hire loan amounts and thats a crime lmao,-0.3,0.5006,0.2819602272727272
i met two contractors who lost their homes and businesses because trump refused to pay them after major jobs i am glad justice is being served for all the people he stiffed,0.0,0.3612,0.28125
appeal everything and i mean everything get the hell out of new york this wont stop trump hes going to win president of the usa come november every time they attack him in any way makes me more determined to get him into office,-0.6189350879858329,-0.0821,0.2809659090909091
this legal decision is nothing more than a political maneuver nothing more than a kangaroo court an absolute joke,0.0,0.4019,0.2799999999999999
he broke the law there absolutely are victims im glad today yall are making sooo many excuses for the guy the judge ruled on the financial disclaimer and it wasnt legally enforceable,-0.4,-0.3968,0.2799999999999999
unlike the maga crew i read every bit of the legal rulings indictments etc because thats how you get a real picture engoron said they are incapable of admitting the error of their ways their complete lack of contrition and remorse borders on pathological instead they adopt a see no evil hear no evil speak no evil posture that the evidence belies so how is this man fit to be president when he would not pass the civil service test he is less qualified than the bottom rung of govt positions,-0.75,-0.9744,0.2791666666666667
maga losers make sure you buy those golden sneakers from your deity donald the deity needs your money more than ever,0.0,-0.2732,0.275
great glad thats finally over overturned on every appeal waste of time,0.0,0.6486,0.275
trump was toast long ago he hasnt won anything since 2020 popular loser,-0.75,-0.5571,0.2749999999999999
1800brainwash first 3 hours free losers get free dunce cap patriots get free one way ticket to russia molested adults get free maga hat,-0.75,0.7845,0.2749999999999999
most people in business already know that the extremely wealthy have an unfair advantage ie if you are extremely wealthy more than trump apparently you can save 168 million dollars on interest payments most businesses dont have a huge profit margin maybe 20 percent is a good point for most this trail points out that the common person would have to pay an additional 168 million maybe more if you have less money the trump in interest payments effectively eating away at the profit margin so the extremely rich saves 168 million and can lower the cost of their widgets or use capitol in other ways to be more competitive while not affecting the profit margin this means the extremely rich will most likely win in a competitive business every time making the richest richer and keep the less rich in their place now government judge is stepping in to help the billion dollar finance industry keep this borderline criminal process going this should be the focus and the reason for outcry stop focusing on trump and see how the rich get rich while the rich are left with scraps,0.0,0.9919,0.2729166666666666
found guilty of 5 offenses now add the 183 million for defaming e jean carol and you have a cool total to date of 537 million good news is lots more to come his way broke and in jail with a suit to match his face orange all over love it love it love it,0.8,0.8934,0.2722222222222222
president donald trump has had 287 million worth of loans forgiven since 2010 according to a new york times analysis of his tax returnsmoney that would normally count as taxable income but on which trump has managed to mostly avoid paying taxes the newspaper says27 oct 2020,0.0,-0.1406,0.2715909090909091
anyone else realize that if this is true then trump can sue the city for taxes based on their own evaluation his property he has likely overpaid taxes since the very beginning i dont know how much he paid in taxes over the years but now he has grounds to demand money from the city for overtaxation,0.0,0.0387,0.2699999999999999
follow the money were sure to see leticias net worth to be in the multi millions soon,0.5,0.4939,0.2666666666666666
whine more conservatives cant wait for the impotent rage on truth social,-0.3,-0.7096,0.2666666666666666
how come no one was saying the system is rigged when he won the people voted for trump and he became president no one said the system was rigged only after he lost everything is suddenly rigged and everyone is after him lol,0.5,-0.6908,0.2666666666666666
stop crying next prison the best is yet to come,0.2,-0.5267,0.2666666666666666
this is a good projection of black mentality,0.0,0.4404,0.2666666666666666
that judge and that black woman did not do any good in there life trump help buliding a country,0.0,0.0757,0.2666666666666666
the court knows nothing unless it rules how we want social media comments know better,-0.5,0.4939,0.2666666666666666
amazingly trump never argued he didnt commit the crimes he only argued that he shouldnt be prosecuted he was fined almost as much as fox entertainment,-0.55,0.781,0.2666666666666666
he will literally shrug it off as trump change that should be a bigger insult to the crooked judge lol,0.172,-0.128,0.2666666666666666
if thiis doesnt solidify everyone together id be shocked its just not rightand we all see it now good job dems you fcked yourselfs lol,-0.5,0.5267,0.2666666666666666
you maga true believers better start shoveling over more of your hard earned dollars to save america pac those lawyers and fines arent going to pay for themselves,-0.5,0.8192,0.2645833333333333
would be nice to see him overturn this on appeal then clean up shop and move every penny of his business into new corporations in another state a red state out of pure spite,-0.3,0.2732,0.2634632034632034
truth trump had bias from the start how is this even fair in our united states what is the courtry god bless the trumps they need our prayers not cool,-0.6,0.8376,0.2624999999999999
well trump could get a loan from taylor swift her latest australia show was the biggest in history at 96000 at an average of 300 a ticket merchandise easily 30m per show or trump can continue to scam maga for a 10c donation to his superwinningpac,-0.9,0.1531,0.2611111111111111
very poor manmore to come for sure as he continue his fight to make america great again,0.0,0.1045,0.26
wheres the vocal and persistent outrage of the republicans in washington about this obvious weaponization of the law against the democratic partys greatest opponent where why arent the red states threatening the capital with legal action,0.0,-0.25,0.26
look at these comments how many of you sycophants gave your life savings to a criminal he was never a self made billionaire he stole nearly everything he had now justice has been served and most of you will never see your money again put food on your own table and not a glass of wine on his trump has played you all for decades,-0.7,0.34,0.2599999999999999
you lied cheated and stole money own it the only victim here are the american people who have to listen to your pity me and whining like a 5 year old child for having to deal with the consequences of your own actions i would say man up but we all know thats not going to happen the good news is that this doesnt even dent that wallet of yours supposedly its time to watch the paper princess fold hahahahahahahaha love it,0.0,0.7814,0.2583333333333333
ha ha open your wallets maga dump is not going to pay for this himself hes rich but not stupid,-0.777,0.7725,0.2583333333333333
all trump supporters need to give him their big government social security checks each month he needs it more than you come on show your support he has to have more money,-0.2,0.7906,0.2583333333333333
this isnt the just the judges decision this is using the paper trail and fining them propotionally to their profits the reason new york rallied against trump is most new yorkers knew he wasnt paying paxes,0.0,0.4404,0.2575757575757575
that ok when he becomes president he just wont do any government business for new york aka new woke,-0.22,0.296,0.2575757575757575
trump sell all of your properties in new york state and move them to dallas tx lets move the un to dallas tx trump get out of that woke culture of new york come to texas we love you here,0.5,0.8481,0.2575757575757575
president trump please close all your businesses from blue states silent majority is with you liberals talk all about voting for you is undemocratic how about democrats who are suing prominent republicans and removing you as a candidate to in some states liberals were stuck on jan protest for more than three years people has right to peacefully assemble to protest injustice,0.0,-0.4215,0.2559523809523809
i do believe that the verdict maybe good for ceos i say this because at that level you become your companies policy its too many lawyers making billions of dollars over the course of the last however many years because of some ceos moral dilemmas and not wanting to take accountability of their actions due too thats how you get these ceos stealing all the cash from these giants that have locked out the family of the man who built it after heshethey passed away once the owner passes the ceo is the devil capitalism the money should go back into the company to improve the hourly rate from bottom to top as punishment this has nothing to do with nothing but just a positive opinion,-0.298,-0.7533,0.2558080808080808
if i were him id move my businesses to another state that is business and tax friendly new york would lose millions in tax dollars,0.0,0.128,0.2556818181818182
710 their court of appeal is actually above their state supreme court maybe not this is s civil case the us supreme court rarely issues a writ of certiorari unless the case involves some important legal question a significant constitutional issue or conflicts among lower courts none of those conditions exist in this case,-0.305,0.7579,0.255
trump should move all of his bussinesses out of new york im pretty sure many other corporations will move out 2 just like in california,0.0,0.7906,0.2522727272727272
angry trump supporters is the best entertainment,0.0,0.765,0.25
trumpers better get a second job to send the multi billionaire money t pay this lolpresident joe bye don,-0.5,0.3612,0.25
seems like an innocent person would have chosen a jury trial now big macs are flyin,-0.6,0.5994,0.25
the world is laughing at the state of justice in america this kind of stuff is expected in 3 rd world dictatorships,-0.75,0.765,0.25
i am not a crook lol theres never been such a garbage person running for or holding office since nixon sad he will probably still get 4 more years to make america garbage again so anything that makes his life harder makes me happy,-0.5,-0.1857,0.25
a multibillionaire is suddenly not going to be able to pay tree fiddy,-0.5,-0.1027,0.25
karma did his first wife curse him,-0.2,-0.5423,0.25
the penalty outweighs they crime this is totally political and most americans know it,-0.65,-0.7579,0.25
hahahahahahahahahaha i cant love this enough,0.0,-0.5216,0.25
you guys need to finally pull your heads out of the sand hes a crook hes always been a crook you just cant bring yourselves to believe it ask any of the banks who got left holding the bag on the trump shuttle airline disaster ask the people who were fleeced out of their life savings in the trump university scam and many more examples of their chicanery but you just keep sending him your hardearned money,-0.899,-0.5994,0.25
take it to a higher court,-0.4,0.0,0.25
this is pure corruption right in front of our faces,0.0,0.0,0.25
its ok trump push thru they are all haters everyone can see it they are doing the same thing to every day americans,0.25,-0.25,0.25
trump could run the country better from a prison cell than biden can from the white house,-0.156,-0.1027,0.25
justice matters americans love justice no one is above the law let the celebrations begin,1.0,0.872,0.25
wait till the higher courts make thirty decisions,0.0,0.0,0.25
congrats da james you just helped don get reelected and im pretty sure youll be out of a job this time next year thank you,0.0,0.886,0.25
better than getting taken out that was the democrats next move,-1.0,0.4404,0.25
its arranged from higher up,0.0,0.0,0.25
we just found 364 million more reasons to vote maga the deep state purge didnt we,0.2,0.0,0.25
get the go fund me donations together and save yall god 355 million buy more red hats and trading cards,-0.25,0.6486,0.25
i love how the fulton county case started 2020 trump kept delaying it and the 2 grand juries where it would be done and him prosecuted but suddenly its political and tgey are trying to keep him out of office no you are trying to avoid punishment thinking being president with cancel the convictions coming,-0.75,-0.8625,0.25
so how many times did leticia meet with the biden white house on this matter like fani and her boy,0.0,0.3869,0.25
the judge in this case is nothing more than a political pundit he should be ashamed to wear the robe,-0.5,-0.4767,0.25
trump made a mistake by getting in the politician business he was doing better as a reality tv personality when he got involved in the political business he kept poking the bears on both sides now he has to deal with the consequences,-0.8,0.128,0.25
my god dumps verbal diarrhea is piled higher than the empire state building,-1.0,-0.1531,0.25
will be early primary nc voting tomorrow for president trump,0.0,0.0,0.25
one of the richest men in the world stuck his neck out for the people and the same establishment that claims to have our best interest attacked him he sacrificed himself and his wealth for the american people no greater love,1.0,0.936,0.25
justice starting to be served he has gotten away with crime upto now needs better,0.0,0.4215,0.25
and the hits just keep on coming seems like the witch hunt is turning up some actual witches aye but keep denying reality and pretending everyone but trump is lying its hilarious,-0.52,-0.5499,0.25
the more they try the more they fail and trump gets more support by the people libs are so scared they break the law and constitution at this point,-0.9,-0.6733,0.25
more fruad upon the crooked courts,-0.9,0.0,0.25
trump will poll higher now so thank you demo cults,0.0,0.5009,0.25
maga suckers will pay this 350million judgment then complain they cant feel the great economy fdt trump crime family,-0.916,-0.9185,0.25
you trumpers better dig deep in your pockets and give this conman your life savings,-1.0,0.4404,0.25
maga supporters better dig deep hes coming after your money,-0.8,0.7003,0.25
evidently trump is a lying thief who got caught,-1.0,-0.7783,0.25
