comment,sentiment_gemini,sentiment_vader,sentiment_textblob
typical vengeance politics,-0.4,0.0,-0.16666666666666666
when is he going to be doing time for all his crimes get with it will ya stop playing game with the people,-1.0,-0.1027,-0.4
fraud is cheating and lying and thats the point to all of this trump has the mindset that cheating wherever you can is okay its not your either honest business man or your not theres no degrees or honesty,-0.8,-0.9025,0.55
so who gets the 355 million,0.0,0.0,0.0
god bless donald trump and god bless america,0.65,0.8316,0.0
and the same people that are complaining about trump probably voted him for president oh the irony,-0.5,-0.25,0.0
the real fireworks are yet to come ivankajared having 25b will certainly be expected to return trumps conditional pardon of jareds father charles,-0.1,0.5719,0.05
prophet diana larkin a watchmans journal february 17 2024 the hanging judge has just hung himself the bait was just too juicy and the hanging judge just couldnt resist ithe bit in his deluded drunk with power mind he thinks hes delivered a deathblow to your rightful leader those partnered with darkness are all patting themselves on the back at this deathblow they think theyve delivered my army of light do not be in anxiety over this apparent victory for the darkness it will be shortlived because there is a higher judge above this lawless judge and that is your god most high im inviting you to see with my eyes into the future and you will realize the hanging judge has just hung himself crowing with victory will turn to eating crow when the corruption and bribery behind this judgment are exposed dont think of bad judgments like this as defeat think of them as exposures on steroids as people and plots are exposed exposed exposed hold steady army of light and continue to call forth the exposures and call in the judgments of the unjust wait and seethe hanging judge has just hung himself,0.0,-0.5217,0.025128205128205135
strange tucker interview comes out now this the propag war has been lost,0.0,-0.7906,-0.05
this judge is a too little too late hero for folks on a ship doomed to sink trump 2024,0.0,-0.2177,-0.24375
as a european citycens i see a lot of difference in trump now and 8 years ago trump is more agressieve and a man full of hate you cant choose a man full of hate to rule a big country he is starting to look like putin he even like putin even he is old biden is verry stabel and trustworthy it is a no brainer to chose between trump and biden but it would be a good thing somme new and younger stabel politicians would stand up to becomme a respectfull president candidate one who respect every life and famelie no matter youre rich or poor,-0.5,0.765,0.03652597402597401
what an idiot judgehe needs disbarred like yesterdaygo get your crayons judge and go back to 1st grade this time around listen to the teacher,0.0,-0.2023,-0.4
sec just cleared 10 billion dollar truth social media deal he will own over 5 billion of it 330 million he can wipe his a with it love it try again vampire marxist judge,0.4456,0.7845,0.2583333333333333
no no one will do reality in new york fools lol tinfoil hat fools,0.0,-0.7906,0.4681818181818182
engoronmaralago valued at eighteen million dollars florida real estate associationmaralago listed as a national historic landmark over 20 acres of prime ocean front real estate in the miami beach area consisting of 123 rooms 63000 square feet valued at one billion dollars no victim a ridiculous judgement all of these ridiculous criminal and civil indictments will eventually reach the supreme which will toss them like a hot potato anyone with a iq over 70 can see this is nothing other than political persecution of a leading opposition candidate and it is exactly what takes place in fascist marxist third world countries do you honestly think any of this would be taking place if trump were not on the ballot wise up,0.0,0.4767,0.07470238095238095
awesome this is one of those sites that censorsdeletes comments before they even post just because they tell an unfavorable fact about potato or dems i see,-0.8333333333333334,0.6249,1.0
except nobody was defrauded of anything and all wirnesses from banks were on trunps side political trash ny trying to make trump pay for all the illegals ny caused with their votes all they are going on is the judges appraisal of maralago which is absurd at 18 million there is an open lot with a worse view for sale for 200 million this will be thrown out by the higher courts where liberal mental illnesses havent run wild the ignorant news caster claimed trump has to pay it back there is nothing to pay back nobody lost a dime and he didnt inflate the value of his property the judge just undervalued it,-0.875,-0.9175,-0.07222222222222223
i love how both the disgusting normal judge and the disgusting normal trump use psycheist slurs to insult each other when in reality both are evil normaltrash,-0.5,-0.8834,-0.3321428571428572
trump may want nato to pay his bills but looks like hes the one getting the bill this time,-0.12,0.4939,0.0
soon he will tell his maga fans to pay his bills,0.0,-0.1027,0.0
why are the american courts harassing the former president are they not becoming retrogressive to the progress of democracy,0.0,-0.1779,-0.075
its ok he doesnt have to do business in new york for 3 years because hes going to be running the country from the white house trump2024,0.7,0.296,0.21212121212121213
let me get this right this is for providing a better then the truth of the financial situation of the companys for which he was one of the directors there is no issue of not paying back loans but the better commercial arrangements of these loans the more favourable terms are the fraudulent gains that is the subject of the fraud,-0.6,-0.3716,0.20238095238095236
corruption is the game this judge plays there all corrupt,-1.0,0.25,-0.45
these people hate trump more than love america give them an inch they take a foot next up is stormy daniels bs,-0.8,0.197,0.04999999999999999
jsmes is a creepy lady corrupt by soros,-0.9,0.0,-0.5
that judge is creepy,-0.5,0.0,-0.5
sorry trump this looks like a tough one to get out of shouldnt have messed with biden,-0.5,0.409,-0.4444444444444444
guess this is the way they distract from the fact theyve admitted biden is both a criminal and senile,-0.8,-0.6369,-0.4
circling the drain,-1.0,0.0,0.0
how i would love it if they had read the paper before reporting so stupid,-1.0,-0.0429,-0.14999999999999997
the new york city attorney general putin just proved that democratic party criminal dictatorship justice system is exactly the same as that of russias putin government 039,-0.5,0.4019,0.007272727272727269
nice one,0.5,0.4215,0.6
trump is worth 26 billiondo the math dodo democratswho does he write the check out tojoe biden,0.0,0.2263,0.3
the worthless tammany hall judge shall rue the day,-1.0,-0.4404,-0.8
i dont think ya have to have proof i know in county court you are allowed 1 free knock to remove a judge,0.0,0.5106,0.4
everyone crying justice finallyits a nothing burger,-0.5,0.0772,-0.2
you could tell that crooked donny got hurt by the ruling,-0.5,-0.5267,0.0
pay back to who,0.0,-0.1027,0.0
the orange man has taken losing to a whole new level,-0.45,-0.3818,0.16818181818181818
new york businesses are welcome in florida,0.0,0.4588,0.4681818181818182
so any business who has fudged on revenues or deductions can be fined 300 million plus in new york and barred from doing business this data going back decades a pox in nyc and new york state this should doom businesses from doing any business in nycnew york state all businesses in ny fear and all current and ex company officers that have done business in nycny fear fear and get out now,-0.875,-0.9062,0.06818181818181818
this whole video is we havent read it yet so just fucking wait until youve read it,-0.8,0.0,-0.19999999999999998
no one was monitarily hurt by trump why 355 million,0.0,-0.6808,0.0
new york courts are unfair and businesses need to leave asap,-0.6,-0.5106,-0.18181818181818182
weaponized court system in new york is dangerous,-0.5,-0.4767,-0.2318181818181818
new york big businesses come to florida we will treat you fairly,0.4802,0.4019,0.27878787878787875
new your businesses come to florida as we have fair judges,0.125,0.3182,0.41818181818181815
this sets a ver bad precedent for new york businesses,-0.9,-0.5423,-0.28181818181818175
new york is scamming big businesses trumps first and who is next any conservative business,-0.6,0.0,0.09659090909090909
so a state government org filed a civil fraud case it wasnt on behalf of any of the supposed victims the onus was on the supposed victims to verify whether or not trumps claim of property value was valid they acknowledged this both verbally and legally and then accepted the terms of the loans anyways the loan was paid back in full leaving the supposed victims of fraud benefited by the business transaction of the loan so the state government without being able to even get the victims to claim such or demonstrate any harm done to them have somehow found not only trump but 2 of his sons just guilty as well then just randomly claim trump needs to fess up 355000000 to again theres no victims is the state just straight up robbing trump are they demanding the money be paid to them and im not supposed to believe trump when he says the deep state is conspiring against him,-0.3,-0.9325,0.025000000000000005
d trump is business guynot politician at all america wc up please d trump is not feeting for president of america pride and corruption of d trump going together,-0.8,0.5719,0.0
trump will not pay a cent because its all a tool of the left that hate him so much because of the good he did in 4 years that they couldnt do in decades,-0.375,-0.129,0.024999999999999967
this trial looks and feels like a scam,-0.58,-0.296,0.0
not one bank or insurance company lost any money so how can a judge come up with 355 million this is a prejudice judge and is the democratic party getting this money if not who,-0.2,-0.4404,0.0
oh jeez like its a surprise of how this case was going to go definitely be overturned especially since there was no victim no complaints lol,0.42,0.2263,0.209375
this prejudiced judge needs to be fired immediately,-0.9,-0.7579,0.0
this should be titled rnc needs to step up fundraising to pay for trumps legal bills,-0.3,0.0258,0.2
lol the potato joes sec just gave the go ahead for trump medias merger with dwac truth social trump could get a stake worth 4 billion lol,0.5,0.8316,0.3666666666666667
note of the day as with lysychansk mariupol bakhmut and maryinka now avdiivka too has fallen to the russians in their mission to drive out the agents of usnato expansionism,-0.75,-0.3612,0.0
do you know what this fraud is it is the government saying he defrauded the bank by saying his properties were valued too high and using them as collateral to get other loans now let me ask you something do you go tell the bank what your property is worth when youre using it as collateral for a loan or does the bank assess that value i dont think cnn understand the implications of this the bank itself says there was no fraud the bank itself says the loans were repaid with interest and they profited from the deal this would be like you doing a cash out refinance on your own home to use for an investment opportunity and then getting sued for fraud because when you took out the loan the bank appraised your property too high this is psycho,-0.2,-0.2263,0.219
ivanka needs to pay for her own participation in this fraud trial as well because she has known all along what was going on even the judge has said that she couldnt remember things that she was asked by the prosecutor and when she was asked about things by her own attorney she was able to remember a lot about what was going on little mis princess is not so innocent as she pretends to be,-0.5,-0.7761,0.4025
just thinking jfks rfks and teddys father joseph kennedy was a bootlegger around the same time as was al capone,0.0,0.0,0.0
its funny that someone that calls himself a billionaire asking his supporters to pay his legal bills,-0.5,0.7096,0.225
biden is short of money to give to israel and ukraine so he plans to use trumps money to pay for it,-0.5,-0.1027,0.0
mr wonderful of sharktank said what trump did is common practice in real estate yeah wow keep it up cnn keep solidating trumps voter base all the jobs this guy created means nothing to these people,-0.6,0.8934,0.039999999999999966
trump going to siphon on the rnc campaign funds whereas no other candidates will have any funds to campaign on,-0.2,-0.296,0.0625
will that go to ukraine,0.0,0.0,0.0
lmao yo liberal commies your celebration will be short lived the commie left and fake news know this will be overthrown on appeal lmao,-0.8,0.6908,0.13999999999999999
this might cause him to stop eating judge do you want that on your conscience,-0.7,-0.2263,0.0
you know biden will just give it to ukraine like a common blankface,-0.6,0.3612,-0.3
maybe he can get his conservative evangelical right wing notice i didnt say christian friends to take pass the collection plate during their maga gatherings to raise money to at least make an installment payment just saying,-0.66,-0.3724,-0.004761904761904763
lets gooo pay up donny,0.75,-0.1027,0.0
no jury involved,0.0,-0.296,0.0
what exactly is he supposedly guilty of the answer isnothing at all if those he did business with testified to a fair and beneficial transaction then all is fair,0.6,0.5719,0.2875
the judge is affiliated with the dnc what do you guys expect this is just a bs verdict,-0.3,0.1531,0.0
engoron is a fool,-1.0,-0.4404,0.0
its weird rules for trump to deflect from joes corruptionlook into joeoh his age forgives himgeeze people in america have to be so stupid and blind and short sited and misinformed not to see things as a problem that will eventually bite them life under biden has been so tough is this what we call build back better right from january 2021joe bidens inauguration world changedare americans really that stupid not to notice that under trumpwhile the media was all hate upon himthe economy soared until china brought the virus to stop american success but under biden americans pockets are sufferingthe country is actually being destroyed sometimes i actually think these pro biden comments are really bots or maybe paid illegals who came across the borderyou knowthe people that will count your votes and come out as the crowd that supports joe for all cameras to seeor are botswhich makes the lives of those behind this really emptyreal people cant be that stupid,-1.0,-0.9497,-0.17385129490392645
the judge looks like the cryptkeeper,-0.6,0.3612,0.0
its ironic that nato demands payment of their bills yet fails to fulfill their financial obligations this highlights a contradiction in their stance as they expect others to adhere to financial responsibilities that they themselves neglect,0.0,-0.6597,-0.075
the court system is now the greatest danger to democracy,0.0,0.2023,1.0
should americans vote for someone that behavior this way,0.0,0.0,0.0
what everyone is failing to see is that trump is getting a good hard look at the underbelly of our so called justice system it is time to clean up the doj fbi and the black robed criminals in our court systems trump 2024 the wrath of the don time to clean house,0.0,0.4364,0.195
meanwhile our boy hunter briben sells _paintings_ 3x to 5x more than a picasso we see you lets go briben,0.0,0.0,0.5
the entire world has been astounded to watch the usa tear itself apart trying to justify having trump as a potential president he is a totally crooked his entire fortune has been made out of laundering illicit russian money he has lived in putins pocket for 40 years one useful idiot was all it took to turn america upside down,0.0,0.34,-0.08194444444444444
the 354 million was a play to slow down the campaign was he guilty most likely but the 354 million is crazy kinda bullshit,0.0,-0.8426,-0.17592592592592593
completely corrupt prosecution,0.0,-0.539,-0.5
everybody knows what is going to happen to that judge wait and see,0.0,0.0,0.0
354 million is way too much of penalty i think he will have to pay but not that much thats crazy figures,0.0,-0.6486,-0.06666666666666665
trump knew he was committing fraudulent activities liar,0.0,-0.7351,0.0
hate is cancerous love the key to shalompeace,0.0,0.128,-0.10000000000000002
communist tactics being employed laughable laughable laughable last time watching this channel wish you all the best,-0.28,0.8176,-0.1
yet putin is a dictator persecuting his opponents very laughable november on the horizon going to be so beautiful the trumpet is blowing trlove jesusyou all,0.18,0.6104,0.09999999999999998
pay it back to who i thought the banks made millions i been following this and still dont understand,0.0,-0.1027,0.0
the beznau nuclear power plant in switzerland metsamor plant in armenia and fessenheim plant in france was chosen as the most dangerous reactors in the world due to its design in the 1960s and 1970s the nuclear reactor should have been close a long time ago because it spreads radiation to europe and other continents radioactive and chemical wastes of the меtsаmоr nuclear power plant enter the caspian sea through rivers and then into the oceans through other rivers the npp is located in a seismic country and a strong earthquake can occur at any time armenia should be sanctioned and embargoed to close this reactor this environmental terrorism must be stopped тhe number of cancer patients in the world is increasing rapidly due to nuclear power plants the government of armenia which is a militaryeconomic ally of the invading russia аnd receives financial and military support from it should think about the health of the peoples of europe the prime minister of japan said that the chemical and radioactive waste of nuclear power plants in japan will be discharged into the ocean as a result of water circulation and rainfall plants will absorb toxic water there will be radiation in drinking water and cancer patients will increase russias political and military leadership is planning armed sabotage at the zaporizhzhia nuclear power plant mines are buried in the territory of the zaporizhzhia nuclear power plant from all sides explosives are placed inside the reactors world leaders must stop this ecological disaster,-1.0,-0.9738,-0.027777777777777783
democracy is at the lowest index in countries where аuthoritаrian соrruрt and dictаtorial rеgimes are in power bribery is the highest 1azerbaijan 2north korea 3syria 4iran 5russia 6turkmenistan 7belarus 8uzbekistan 9 myanmar 10tajikistan,-0.3333333333333333,-0.3818,0.0
turkish male actors cuneyt arkin and таrik akan is the most handsоme and beautiful people of all times their height was mоre than 180 cm he had perfect body рhysique green eyes and long thick shiny smooth hairs their incredible facial beаuty and chаrisma is unmatched by any man or woman it cannot be such a miracle,1.0,0.6696,0.2818181818181818
russian army is the biggest military threat to the security of europe nato and the wоrld if ukraine is invaded there will never be peace in europe in eurоpean countries the situation will be the sаme as in оman таjikistan тunisia libya uzbеkistan mauritania niger iraq and afghanistan citizens of these countries serve in the russian armed forces ilham aliyev nicolas maduro and serdar berdimuhamedow supplies diesel and crude oil to the russian army kaliningrad saint petersburg minsk and моsсоw is undеr the jurisdiction of the european uniоn and nato кiller vlаdimir рutin is lооking for an excuse to use nuclear weapons if the russian army is defeated an atomic bomb will be dropped on paris london kyiv berlin new york rоme brussеls and warsaw if kherson zaporizhzhia кaliningrad crimea donbas are attacked the russian army will launch topolm with a nuclеаr warhead kim jоng un alexander luкаshenко хi jinping ebrahim raisi sends weapons and ammunition to russia vladimir putin wants to stop grain exроrts and make europe economically dependent on him by attacking donetsk odessa zaporizhzhia mykolaiv and kherson ports with highprecision hypersonic missiles and каmiкаze drones by order of vladimir putin nuclear and сhеmical wеаpons were placed in belarus if belarus is attacked there will be a huge hiroshima and nagasaki trаgedy in europe,-0.4853,-0.9806,0.014335664335664338
trump is childish this is a graying child with a childish complex of hysterics in a childrens supermarket when his parents refused to buy him a toy he liked god protect america from such children,-0.72,-0.2263,-0.019999999999999997
is there precedent the banks agreed with his appraisal and have been fully reimbursed miscarriage of justice,-0.5,0.6705,0.0
someone on youtube tried to tell me that appeals courts dont exist anymore then i find out just another lying democrat go figure,-1.0,-0.5267,0.0
this is good but not good enough trump has not bin president for 3 years and 3 months and he is still in control of the republikkklan party it will be the same with his companies and the children are free in 3 years is this really justice,-0.5,0.963,0.15833333333333333
misuse of power on the part of the judge this will backfire in the near futurejust watch,-0.3,0.0,0.1
this ruling against a political opponent would be embarrassing in the haiti and the democratic republic of congo what a stupid country,-0.4,-0.7184,-0.39999999999999997
you are glad that trump was convicted but you dont think at all that now a precedent has been created you are buying a house or refinancing the bank made an appraisal gave you a loan but the local politician wants to punish you now it will be very easy,-0.2,0.4921,0.3158333333333333
cant wait till fannys held liable for her business dealings,-0.4,0.0,-0.1
trump 2024 free palestine,0.0,0.5106,0.4
i just need 11780 more square feet added to each apartment to qualify for my next 500 million dollar loan because my stuff just has to be the biggest,0.0,0.0,0.25
will the central park five be taking out full page newspaper ads to call for bringing back the corporate death penalty they were exonerated but he never apologized,-0.5,-0.6115,0.0875
maybe we need the trump childrens laptops,-0.2,0.0,0.0
wish you stop calling trump a business man it sullies that term he is a confidence man,-1.0,0.5859,0.0
trump be nimble trump be quick trump will grift with a pathetic shift,-0.7,-0.5719,-0.33333333333333337
i bet trump was the kid who had chocolate smeared on his face and hands would swear to his mom he did not eat the chocolate cake and there is no there there,-0.2,-0.34,0.0
453 oh well if trump and team say there was no fraud well then i guess that must be true,-0.6,0.0,0.35
get ready for new juges in 10 months,0.7,0.3612,0.16818181818181818
trump is a punk and a con artist hes been scamming people his whole life its about time for him to be held accountable maga can try to bail him out if they want to,-0.85,0.0772,0.2
truth is exstreamly dangerous to democrat democracy see thats why i live in a constitutional republic i dont have to worry about democrat communist democracy trying to rule over my life i am an independent sovern not a democat slave,-0.8,0.1546,-0.15454545454545454
so if their truly was fraud just why didnt any just so much as 1 single person that trump frauded supposably press thus charges nope not a one made such alligation the prosicuter made up the entire case out of thin air this is a simple case that will be reversed by the supreme court ill bet you 1million dollars the biden crime family is pissed at puttin for blowing up over 21 bioweapons lab within the ukraine which hunter was part owner at the least of 1 of those bio weapons labs or so it says inside the hunter biden laptop and what about biden taking showers with his daughter while she was between the ages of 9 and 11 yrs old accourding to her lost diary how about those 70 government officals busted and raded for taking bribes from contracters to maintain etc housing why havent you spoken a word about these facts oh yell my bad i keep forgetting thats not your agenda your agenda is to ruin good while placing evil people high upon pedistools im not worried though for i know your days are numbered and the truth though not from you will be placed all out in the open for everyone to see and hear so very soon very soon,-0.2,-0.9659,-0.10742857142857139
they do everything to stop him and want to hit him in the wallet can you imagine demented biden and crazy harris back stand up america and vote for trump,-0.9,-0.5106,-0.3
let this send a message to kennedy haley or any other political opponent,-0.6,0.0,-0.0625
the world is getting sick of your hate for trump we need a world power to do better for us you are failing the president has dementia and is making harmful decisions its time for a change world what can we do,-0.625,-0.8126,-0.33809523809523806
the trump prosecutors sold their souls for soros money disgrace to d party,-1.0,-0.128,0.0
a credible judge who needs a law clerk to sit with him to change his depends the washington media are orgasmic coming all over themselves trump haters are screaming in what can best described as the only carnal satisfaction they have ever had so going forward all democrat business need to be audited any of them who sold their businesses above assessed values need to be tried in court like trump all private homes need to be audited and recorded anyone selling their home at market value needs to be tried in court,-0.65,0.836,0.27999999999999997
fox news along with the republican party is now the trump family business if you want to upset a democrat tell them a lie if you want to upset a republican tell them the truth,-0.839,0.1027,0.0
judge engron aka eric charles banegas fannie willis aka dianna bailey steve aka sex trafficking slob mother are you guys still winning colluded together so they could collect from my trust fund slobs te ll them gow you lied on my death certificare so you could keep collecting on my trust fund,-0.7,0.5423,0.5
i wonder if fake judge will accept trumps fake maga money,-0.6,-0.5574,-0.5
this judge is a joke mp im laughing at you,-1.0,0.6597,0.0
let me get this straight new york and the banks were very incompetent for decades letting trump over inflate the value of his property i guess that would also mean he was paying to much in property taxes until he decided to run for president again i also question why no other developer has been charged seems like trump would not be the only company doing this trying to inflate so they can get bigger loans,-0.22,-0.0946,-0.021079545454545448
nato pay your bills trump,-0.905,-0.1027,0.0
thank you cnn for assisting in ruining this country by making the people who watch you stupid,-0.75,-0.4404,-0.7999999999999999
oh this is terrible i feel just awful for the trumps what are they going to do now actual work watch ill bet the price of trump paraphenalia is gonna drop like a stone now should be able to pick up that red hat for 50 cents at garage sales soon,-0.4,-0.8176,-0.3333333333333333
so tell me again why is he asking for immunity if he hasnt committed any crimes,-0.286,-0.2057,0.0
we got this twice that in the campaign fund more coming in ppl we are americans we got this your talking millions were saving billions dont be stupid we got thislmao,0.4,0.4168,-0.14999999999999997
most countries their court is very corrupt,-0.5,0.0,-0.07500000000000001
its a smear job and cnn are still journalist wannabes,-0.8,-0.3612,0.0
trump payment plan i know a guyjared,0.0,0.0,0.0
should have been 364 billion,-0.5,0.0,0.0
america and their free and fair election this is a clear politicial witchhunt,-0.5,0.802,0.4000000000000001
they are not going to get a dime from mr trump it is time to serve an eviction notice on the white house,-0.1,-0.4588,0.0
again trump gets special treatment when comparing to the madoff case,-0.5,0.4019,0.35714285714285715
so alina habba at this stage has secured close to half a billion dollars in penalties for her client between this and the defamation case shes possibly the worst lawyer in world history,-0.8,-0.34,-0.3888888888888889
pay drump freaking pay i am rolling over with laughter,0.1389768771845754,-0.1027,0.0
why why why do some of these people fight against our constitution rule of law so hard trying to overthrow our government,-0.9,-0.5371,-0.2916666666666667
no jury with a liberal judge yeah you can bet the judges decisions were not political banana republic is coming at you live,-0.8,0.0,0.06818181818181818
but biden and his dope addict son did questionable business with russia with while he was in the white house and hides a computer with all kinds of evidence but ever one look aside they all worried that trump is gonna show all there corrupt politicians,-0.7,-0.7684,-0.3333333333333333
trump 2024 we the people are behind trump 100,1.0,0.0,-0.4
this is the only way they can try to take their political opponent out because hes so far ahead what a corrupt judge typical demorats,-0.788,0.0,-0.11333333333333333
hope the donors are wise to him or else their contributions will go to pay off this but hell claim bankruptcy will the taxpayers carry his debt then or does that not go away,-0.429,-0.8338,0.7
and trumps poll numbers will keep going up you dishonest idiots,-0.838,-0.5719,-0.55
lets hear what trump has to say cant wait actually looking forward to it,0.7,0.0,0.0
judge pls disqualified him from the ballot,-1.0,-0.3612,0.0
letitia should sue him for defamation he keeps call her corupt without evidencejust keep hammering the moron,0.2,-0.4939,-0.8
the judge in new york gave trump a break i fill he should been banned for life and they should have pay the people of new york more money cause it not enough and dont make up for what trump stove from the american people in new york,-0.952,-0.5267,0.15151515151515152
so this was a new york state case do any other states have similar cases that they can bring,0.0,0.0,0.0037878787878787845
no death penalty is the tradeoff keep the business but you gotta pay 355m that protects this ruling from the appeal,0.0,-0.4019,0.0
this guy is a con like his father being rich he can buy his freedom unlike averagfolks will be in jail for years if americans vote for this guy it will be sad time to say the least,0.0,0.802,-0.13124999999999998
perspective from an independent all this has done is galvanize his supporters youve now got people that are twice as passionate about getting him reelected ive asked some of my left leaning independent friends how these court cases have resonated with them the consensus is they are inclined to vote third party or not at all i heard several people say the justice system was being used as a weapon or political instrument,0.0,0.9231,-0.0071428571428571435
why is everyone crying up here trump said hes a billionaire he should have plenty of money to cover this right,-0.5,-0.4767,0.042857142857142844
america is under sanctions wake the fuck up food is cheaper in russia gas is cheaper in russia rent is cheaper in russia,0.0,-0.5423,-0.4
its great to see that nasty floating turd finally get flushed,0.0,0.128,-0.06666666666666665
here for the maga tears and footstomping,0.0,-0.2263,0.0
what will this judge do when donald is back in the white housepayback is a btch,0.0,0.0,0.0
engoron is a corrupt judge solution its made of lead and travels at about 2350 fts,-0.5,0.3182,-0.5
this nonsense case will get reversed and im not even a trump fan,-0.5,-0.5664,0.0
never borrow what u cant lift ___ e gypt u__ e gypt me __ e da e gypt u man,0.0,0.0,0.0
i had a drunk guy tell me he would buy my house for 2 millionso i put my house on the market for 2 millionthat meansaccording to this judgei am legally allowed to use my house for 2 million in collaterali love this math,0.0,0.4939,0.06666666666666667
in 2024 donald trumpf and ted cruz will be running as the savanah bananas from havana,0.0,0.0,0.0
the political elites are trying to make an example out of trump to instill fear into any everyday american who might try to stand up against their power their goal is to prevent any and all people who would attempt to reform the status quo of political corruption from even thinking about taking the risks in this respect theyve been wildly successful no one in their right mind would attempt to stand against these monsters it requires incredible courage absolute madness or perhaps a bit of both,-0.7,0.2023,0.24196428571428572
the people of the state of ny are the victims,-0.2,-0.3182,0.0
money can buy time out of jail if another country helps him be president again he canwill pardon himself he has no shame,-0.8,-0.1027,-0.1
no victimsshe said she was gona get trump to get elected this is not good who are they going to get next justice is blindnot,-0.6,-0.0531,-0.175
new york became a legal banana republic,-0.8,0.128,0.16818181818181818
new york became a legal banana republic,-0.3,0.128,0.16818181818181818
joe via his handlers sold america out to the highest bidders on day one nothing he has accomplished has been to the betterment of america but to the glee of those who hate america and want to see it turned into scorched earth fjb trump 2024,-0.9353,0.1273,-0.30000000000000004
i am definitely voting for the socalled felon donald j trump only america 1st agendais better than obuma azzkisser biden,0.4,0.6808,0.16666666666666666
this proves never borrow more than you can safely lift and if you must only borrow from those you trust the feds ___ makes sense,0.2,0.7579,0.325
banana republic of usa,0.0,0.0,0.0
now go after joe biden for his china money,-1.0,0.0,0.0
trump is such a hypocrite he has to post the full amount in escrow according to the judge and he has to pay interest that amount through his appeal this judgment will stand its very clear and lays it all out trump is a crook,-0.85,0.6697,0.16
these anchors are so superficial,-0.5,0.0,0.0
no one should be allowed the be a president of the usa for a crime as little as petty theft or even a misdemeanor but legislation only wants to use that law on the little people blacks,-0.5,-0.4786,-0.04375
poor guy he did it to himself but the stable genius almost pulled it off chances are had he conceded in 2020 and called it a stint he wouldnt be in such hot water now,-0.6,0.4497,-0.05000000000000001
call it a blessing and head to texas president trump,0.2,0.4939,0.0
call it a blessing and head to texas president trump,0.2,0.4939,0.0
trumps new book the art of the broke ass loser,-1.0,-0.8658,0.13636363636363635
crime is crime but the timing of these trials are definitely not coincidental,-0.3,0.0129,0.0
thank for the heads up,0.0,0.3612,0.0
the bucket of crabs theory wins again if i cant have it neither can you says the crab,-0.2,0.5719,0.3
finally trump messed arround and he found out,0.0,-0.34,0.0
trump reaction how dare yournc pay the bill,0.0,-0.1027,0.0
the more democrats hit this man the more person like me favor him black for trump 2024,0.65,0.6682,0.2777777777777778
tired winning,0.5,0.128,0.04999999999999999
grrreat job laticia i guess crime pays in an inadvertently way,0.0,-0.5423,0.0
they are draining the swamp does he have to come up with 100,0.0,0.0,0.0
so funny that that theyll do that to trump but wheres bidens trial for fraud little bias,0.0,-0.6444,0.03125
trump i wish i could get a huge loan i want a ferrari,-0.25,0.6486,0.4000000000000001
you guys did it finally after everything you finally did it at least you think,0.0,0.0,-0.09999999999999999
corrupt judge why not jail time corruption we know this,0.0,0.0,-0.225
look at this judge typical democrat he looks like he has not showered in weeks or brushed his teeth or combed his hair trump 24,-0.8,0.3612,-0.08333333333333333
ouch better stop grifting keep mouth shut before melania leaves you for greener pastures her contrct up,0.0,0.1779,0.5
john 31621 for god so loved the world that he gave his only begotten son that whoever believes in him should not perish but have everlasting life for god did not send his son into the world to condemn the world but that the world through him might be saved he who believes in him is not condemned but he who does not believe is condemned already because he has not believed in the name of the only begotten son of god and this is the condemnation that the light has come into the world and men loved darkness rather than light because their deeds were evil for everyone practicing evil hates the light and does not come to the light lest his deeds should be exposed but he who does the truth comes to the light that his deeds may be clearly seen that they have been done in god,0.792724,0.6486,0.12500000000000003
i think i can safely speak for us allbahahahahahaha he fucked around and found out,0.9,-0.296,-0.04999999999999999
how come the bank wont let me tell them the value of my house it doesnt work that way,-0.2,0.34,0.0
slavery at its best she was auctioned and sold on the block like usual by bidens socialist communist followers,-0.75,-0.25,0.375
these civil cases need to start becoming criminal any of us commit fraud we go to prison,-0.3,-0.8519,0.024999999999999994
he keeps claiming hes rich so conman better pay up,-0.7,0.7282,0.4375
after this imagine everyone by his side leaves him because he clearly wont be able to pay his security or fake friends hahaha how would he campaign,-0.1,0.8074,0.075
goats on leftsheep on the rightthen he says to those on the leftdepart from mei never knew you,-1.0,0.0,0.0
does anyone believe this since when do banks and insurance companies not know value of property before giving loans banks need protection insurance companies are the victims are you kidding me all the loans that were paid back in full and they made profit no bank complained no insurance company sued the ag prosecuted without even one single victim meanwhile illegal immigrants beat cops and roam the streets thieves rob stores and are never arrested the tree of liberty might need some watering,-0.5,-0.9183,-0.0994047619047619
hot damn get him in his fat wallet time for this grifter to head back to scotland nyc dont want them in any way dc too,-0.6,-0.4445,0.125
the dumbest part is how does trump his sons and all the liars pay the debt with money that was stolen in the first place its not his or theirs its ill gotten remember,-1.0,-0.9393,-0.125
justice delivered slow and sweet and americans are savoring every precious drop,0.8,0.8402,0.18333333333333332
the judge is low iq,-1.0,-0.2732,0.0
trump properties need to be sold off he purchased properties golf courses mar a largo etc with money he obtained illegally did we learn anything from sam bankman fried ftx etcall the firms that passed the loans should be hit with fines as well they signed off on fraudulent documents to allow trump to use real estate as a ponzi scam,-0.4,-0.5994,-0.15
