comment,sentiment_textblob,cluster
run away to russia putin will take care of you trump and i know you will do better over there,0.5,1
damn how can they just ruin somebody just out of no wheremore money more problems,0.5,1
putin just has the leading candidate in a russia election murdered seems things are more efficient in russia,0.5,1
this makes me wanna vote for trump even more,0.5,1
trump should never be able to run any business with his history of fraud and bankruptcy,0.5,1
these people are more fraudulent than trump,0.5,1
i am palestinian and trump is my next president and the president of the world and biden and blinken are in the dustbins of history a conspiracy by bidens supporters against the best president who brought peace to the world and the history of the united states,0.5,1
laura trump will be able to pull 355 million from the rnc coffers no problem,0.5,1
after the appeal watch how much trump pays in 10 year lol,0.5,1
trump i just need you to find me 11780 more votes and while youre at it i need you to find me 355 million dollars which is 355 million more than i have,0.5,1
this nation is so wicked i guess most people would rather have joe biden 4 more years of him and the nation will not be a nation anymore,0.5,1
id love to see dumpty asking jared for a loan,0.5,1
donald fraud trump sounds fitting,0.5,1
this is what winning looks like for trump his cult followers,0.5,1
gop donors ok you better pay up keep the flowing to ny and the lawyers,0.5,1
do you think melania has packed her designer suitcases yet shes not as supportive as she used to be bye bye donald,0.5,1
how much money do you think nyc will lose when businesses pull out yugegood riddance ny hope you welcome the mob that retakes nyc,0.5,1
so including his rape trial he owes 437 million republicans yall better sell your trailers and houses to pay his bills,0.5,1
so including his rape trial he owes 437 million republicans yall better sell your trailers and houses to pay his bills,0.5,1
we have more corruption than ukraine,0.5,1
trump was a very successful crooked businessmanfraudster not anymore as of today,0.4875,1
vote against the uniparty you the rich do not represent the masses they represent their own class,0.4875,1
i highly recommend trumps book the art of the deal how to lose the house then senate then presidency republican party then 355 million trump the great fraudster vote biden,0.48,1
hes not going to be able to serve as an officer of a corporation not going to be able to get loans not going to be able to vote but perfectly fine to be president of the united states go figure,0.4791666666666667,1
donald trumpmy robbing the tax payers of the great state of new york this is election interference,0.4681818181818182,1
new york businesses are welcome in florida,0.4681818181818182,1
no no one will do reality in new york fools lol tinfoil hat fools,0.4681818181818182,1
just wait until november and after new president elect,0.4681818181818182,1
so much winning trump magats so much whining butwaittheresmore playstupidgameswinstupidprizes nooneisabovethelaw teamlosers for the good of the usa voteblue,0.4666666666666666,1
trying to bankrupt your primary political opponent because youre scared hes going to win is going to backfire spectacularly come november the biden admin could not be demonstrating their fear of orange man more than theyre doing now,0.4600000000000001,1
so he bragged he was smart for not paying any taxes traitor good riddance,0.4571428571428571,1
i heard jared recently tripped and fell into a hole full of cash im sure if you ask nicely you guys could negotiate a loanstandard interest fees not withstanding lol,0.45,1
trump clearly will appeal and win dems just upset now because hes clearly going to win the election,0.45,1
lolol thats over a billion dollars so far what a loser,0.45,1
good to see donald is made to pay and relinquish money he loves so much,0.4499999999999999,1
doj corruption that would make putin blush and strong arm embezzlement by the state of ny that the mafia would think heavy handed oh look at the democrats celebrate corruption good luck keeping businesses in your state lol better start collecting cans so you can pay for illegals to stay at the hilton guys,0.4466666666666666,1
so the penalty for claiming that you are more rich than you are is 355 million dollars,0.4375,1
he keeps claiming hes rich so conman better pay up,0.4375,1
what ever happened to immunity and impunity for the rich and famous,0.4375,1
soon he wont even be able to afford clean diapers,0.4333333333333333,1
trump had a way of corrupting people i hope the monitor is a strong person,0.4333333333333333,1
trump is done you trump bootlickers and loyalists can keep living on planet maga if you want to but trump did this to himself and it was 77 years in the making maga is not the majority and a guy who cant even be trusted to run a business sure as hell shouldnt be trusted to run the most powerful country in the world making trump president again would be like putting bernie madoff over the federal reserve,0.4333333333333333,1
good work wish the judgement was larger it would be nice to see trump on an on ramp somewhere begging for change,0.4333333333333333,1
thats all trump got off easy,0.4333333333333333,1
i strongly believed that the scrutiny that politics puts you under would be trumps undoing,0.4333333333333333,1
judge engoron will reindict trump and fine him 100 million dollars more charging him with fraud claiming that in his opinion trump sneakers are over evaluated better watch out if you are doing any kind of business in this shi hole state they call new york,0.4306060606060605,1
the corruption in this country is beyond repair all these leftists are the true criminals this is nothing more than election interference,0.425,1
e jen carol5 million then another 833 million and this 355 million he will have to sell asset to pay all this its not jail yet but a great start4433 million,0.425,1
trump will be fine hes trump just another obstacle hell get over,0.4166666666666667,1
awesome job judge thank youall this conman wants is the peoples money not a care in the world about the grassroots and the people in general,0.4166666666666667,1
america and their free and fair election this is a clear politicial witchhunt,0.4000000000000001,1
make america great again put trump in jail 2024 and more,0.4000000000000001,1
hey maga every dime you give trump will go to pay this huge bill,0.4000000000000001,1
trump i wish i could get a huge loan i want a ferrari,0.4000000000000001,1
trump has to pay his share for ukraine and israel the warmonger liberals are giving them 100s billions for free,0.4,1
then biden owes 5 billion lol what a joke america is now a 3rd world country,0.4,1
more than cnn is worth,0.4,1
anyone who still can find this man fit to run on our country congratulations on being a puppet,0.4,1
foolish demoncrats this wont fly god will be in the middle of this,0.4,1
great now go after all the people and businesses that kept saying what trump did was acceptable business practices in real estate because its not acceptable practice for regular people who own property there is no two tier system,0.4,1
trump 2024 free palestine,0.4,1
trump is delinquent putin feel free to do whatever you want with him he cant pay his bills,0.4,1
dont worry be happy we american patriots will collect that money for him,0.4,1
great news lock up the crooked sob,0.4,1
and hes still going to win the white house this year,0.4,1
fabulous hopefully that with the e jean carroll award will bankrupt trump,0.4,1
he will appeal and win this is such a joke he seems to alway win against simple minded democrats,0.4,1
lol trump is such a loser,0.4,1
mr wonderful slams trumps civil ruling as unamerican and a shock to the entire real estate industry,0.3999999999999999,1
good luck getting paid professional con with clowns helping him,0.3999999999999999,1
that is nothing trump will easily pay that amount because he is rich really really rich,0.3944444444444444,1
looks like golf course fees have gone up lol the whole fraudulent family got there short arms and long pockets torn off them lmao what a great day for democracywooop wooop,0.3916666666666666,1
lol hes at 400 million now with this and the other trial glad donnie jr and eric got caught up too,0.3916666666666666,1
hahaha successful much donnie cough up the money von schitzenpants,0.3833333333333333,1
sounds to me like new york its going to fall for sure now maybe trump should bring in a wrecking ball send more illegals,0.3787878787878787,1
such wonderful news indeed n almost got fell off from my chair i hope trump will pay assp to state of new york,0.3787878787878787,1
awesome news eff the trumps unrelate why do women do that thing with their voices when they are trying to be authoritative and basal where they sound like little kids pretending to be adults,0.378125,1
best part about thisdumb libs still think trump will pay a single dime of it haha,0.3761904761904762,1
this is a significant covfefe moment for trump,0.375,1
made my day so he has to come up with around 600 million cash to pay off ny e jean carrol happy to see uday usay gotta come up with 4 milion each eric better get back to pouring concreteoh wait not in ny haha,0.375,1
there may have been some cases where it was in the companies best long term interest to pursue this route in a bankruptcy scenario but to force this kind of action in conjunction with others should have been investigated and exposed and the perpetrators held accountable as this fraudfraudster was the american people are so funking ignorant is absolutely amazing that this country has mananaged to out perform the rest of the world,0.375,1
trump i used to be incredibly rich got any spare change i still owe alina habba money for costing me 4523 million in 3 lawsuit trials,0.375,1
i am rich i am really rich yes sir we know and we know you will not have any problems paying us 355 million,0.375,1
364 million a 3 year ban seems a bit lenient maybe the ag can appeal and get a higher amount heres hoping rapist trump takes the opportunity to flee the country never return,0.375,1
for believers in the concept of original sin donald trump is the poster child,0.375,1
should be ordered to pay the amount with he 7days he so rich,0.375,1
isnt he a billionaire oh i forgot he has to pay 9 interest on the penalty he is going to ask his followers for a handout i wonder how many would be willing to throw their money away,0.375,1
its a minor win for trump he can still do business in ny and his brand will stay intact,0.375,1
congrats new york now no one will invest in the city because of it nice going lib tards lmfao,0.3681818181818181,1
i have no faith in the america anymore anyone happy over this gonna be crying when biden destroys this country more,0.3666666666666667,1
trump has been crooked for decades glad its catching up to him,0.3666666666666667,1
lol the potato joes sec just gave the go ahead for trump medias merger with dwac truth social trump could get a stake worth 4 billion lol,0.3666666666666667,1
lol is he going to single handedly get his party bankrupt,0.3642857142857143,1
again trump gets special treatment when comparing to the madoff case,0.3571428571428571,1
trump will appeal this fake case and win trump will also win 2024 i bet many businesses and business owners will be bailing out of new york for free states like florida and texas,0.356060606060606,1
trump and his goons still got off easy even with the fines im certain if i defrauded new york of 5k id get jail time and a lifetime ban from being able to run a business in new york im also sure his cult will be more than happy to pay of that fine,0.3537012987012987,1
donald better start buying lotto tickets haha,0.35,1
they should ban him from doing business permanently as he will absolutely commit more fraud if they dont,0.35,1
if it happend to trump it will surely happen to any person regardless how much money you have america wake up to what is going on,0.35,1
453 oh well if trump and team say there was no fraud well then i guess that must be true,0.35,1
3 years ban from doing business 57 seems more reasonable,0.35,1
that con man owes so many people he will never pay others but he wants our nato allies to pay,0.35,1
its why hes pressuring his daughter to run the rnc so he can siphon more money for his legal fees,0.35,1
such great newsi hope to see that for sale sign on trump tower and mar a lago pretty soon,0.35,1
wow does the rnc even have that kind of money,0.35,1
hemorrhaging so much money because you didnt want to pay your lawyer cohen surely making you pay donald trump the gift that keeps on giving,0.35,1
he paid all the banks with interest and they loved doing business with him he also built up the city and this is how hes paid back i hope all businesses leave the city,0.35,1
now lets see if trump pays his legal obligations because he sure thinks nato doesnt he doesnt even pay his workers,0.35,1
as captain tom said today is a good day trump will soon realise he is not above the law,0.35,1
maybe now that they have their trump feast buzzards james bragg and adams can concentrate on the slums of ny it is where their interest lies chase the good and prosperous people and business out and fill it with gangs and criminals that makes sense to those who have none birds of a feather flock together enjoy your future ny will never be the success it was with trump there,0.35,1
he is all ready sending out emails asking for more money,0.35,1
gop is winning so much this year,0.35,1
dont get excited cnn we all know there is no fraud on deciding the amount a property is worth people work for the bank that makes the decisions as well,0.3375,1
all the communist who hate the rich are loving this i predict trump will get a fair hearing and he will win his appeal trump2024 blacks4trump,0.3349999999999999,1
instead of the mexicans paying for that huge wall maybe they can pay his huge legal bills,0.3333333333333334,1
weve got the greatest fines never before in the history of the world has there been fines this big us maga clowns are doing it bigly,0.3333333333333333,1
maybe well all get lucky and putin will give him asylum,0.3333333333333333,1
his loyal cult will pay his bill,0.3333333333333333,1
this is awesome he finally got whats coming we all have to pay if we commit fraud etc finally he did,0.3333333333333333,1
good looks good on trump the criminal and his sons,0.3333333333333333,1
fyi this case is whats coming after everyone corruption of the present dictatorship is going to come after more businesses in ny better get your business out of ny,0.3333333333333333,1
scared to think the banks had no issue with anything but then you could have a party just dig into things and get you prosecuted super corruption going on gangster gangster moves,0.3333333333333333,1
oh lara trump will have to raise the 4 million dollars to pay erics fine first before she starts raising funds if she gets elected as co chair of the rnc for which she said every penny raised will go to her father in law donald trump what a joke,0.3333333333333333,1
cmon magats heres your chance to prove how loyal you are to your dear leader put your money where your mouth is a help your leader leader out here,0.3333333333333333,1
funny how other businesses manage to be nimble honestly using generally accepted accounting principles and being transparent about their finances it would really help these discussions if you featured successful honest people who are doing well for comparison,0.3321428571428572,1
honest and trump is a major contradiction in terms,0.33125,1
yeah you care when he commits fraud but no other politician or government entities lmao clown show,0.33125,1
wellif donnie boy is as rich as he claims this is nothing right,0.3303571428571428,1
great news break out the champagne at last con artist trump is getting what has been coming to him for many years maybe his family and him will stop cheating others lying and getting away with it obey the laws like the rest that is simple and true,0.3299999999999999,1
now what we are left with an old man demented and cant fine his way off the stage great going democrats youre all assholes and jealous our guy can think and function trump 2024,0.3291666666666667,1
trump still got off easy he is not banned to do business in new york regardless of the fine,0.3287878787878788,1
what a great day in america to shut down trump from doing business in new york for a period of 3 years plus pay up 357 million this good news coming into a holiday weekend presidents dayweekend great day for democracy vote blue entire ballot 2024,0.3258297258297258,1
this proves never borrow more than you can safely lift and if you must only borrow from those you trust the feds ___ makes sense,0.325,1
paulas smile the blonde lady is priceless finally the 45th corruption has been held accountable,0.325,1
i have been waiting for this good news for a long time thank you cnn,0.3249999999999999,1
this cant be good for new york business companies will avoid new york,0.3242424242424242,1
you maga better buy his new bobblehead dolls buy like 5 for kids and grandkids if not you support sleepy joe amd are a rinodeep statemarxistsocialist,0.3181818181818182,1
has the maga grifters started a new set of donation campaigns yet please give more money to your billionaire cult god,0.3181818181818182,1
no business is no longer safe in commie new york,0.3181818181818182,1
ny business take notice no business is safe in communist new york,0.3181818181818182,1
why would anyone ever wanna do business in new york again this impacts the working class the most by taking jobs away,0.3181818181818182,1
and now we at cnn can safely say your new president donald john trump,0.3181818181818182,1
boycott new york we love and support trump,0.3181818181818182,1
governor gregg abbot can be trumps avenging angel no deal on border security let the migrants keep coming and have governor gregg abbot send as many migrants as he can muster to new york city donald trumpcontact governor abbot today and tell him to send 50000 more migrants to new york city tell him to keep sending as many more as he can muster send thousands and thousands of migrants to new york city if the mayor of new york city calls abbot can tell him thats what you get for messing with trump and hang up the phone,0.3181818181818181,1
doing business for 40 years no interest in getting trump he donated to them he runs for president every black soros funded politician in the country indicts him lol,0.3166666666666667,1
odd how this is occurring right before an election bs hell still win,0.3063492063492063,1
as little donnie the rapist said this is all erics fault michael cohen has thrown trump under a pram a great day and a bit of justice to michael,0.30625,1
and trump still has a very good shot at being elected president later this year thats all you need to know about the state of american politics,0.3033333333333333,1
trumps supporters are going to have a tough time coming to grips and what he did here not this wont even register on their dumbeddown radar polls next week will be saying they are more likely to vote for him now regardless a win is a win and im going to enjoy the heck out of this week while it lasts,0.3015873015873015,1
trump is not morally fit to be our president or the president of this great country,0.3,1
you could tell a bank you are worth billions then tell the irs you made nothing today you have to have a colonoscopy to rent a basement apartment,0.3,1
im suppose vote for a dude with all these issues plus ask him to manage the most powerful country in the world is wild bugging,0.3,1
all of trumps lies are catching up to him next up retribution for all the lies about the 2020 election,0.3,1
hes worth billions who cares,0.3,1
trump is worth 26 billiondo the math dodo democratswho does he write the check out tojoe biden,0.3,1
that 1 million supporters can give trump 500 saving is worth it,0.3,1
who did he fraud he paid everyone back lmao,0.3,1
i wonder whether this will shake putins faith in him as a useful tool,0.3,1
god is watching all over them doing against trump fear not mr trump there are far more angels of heaven with horses and chariots of fire with you than there are with you against you,0.3,1
when he wins in 2024 there will be some sweeping reforms,0.3,1
tired of all this winning yet supporters of trump lol,0.3,1
got him you guys are clowns he will be your next president lmao,0.3,1
wont affect him hes worth 26billion,0.3,1
wheres his presser now you know he wants free coverage,0.3,1
not a problem according to trump maralago is worth 15b which means he would stand to profit 12b,0.3,1
if the donald is worth over 6 million as he says he can just write a check for the 355 millionor maybe he can borrow it from jarred,0.3,1
please enlighten me how is he going to pay all this a presidents salary is about 400000 per year so say he wins this year can he pay up,0.3,1
so its true the president of russia is supporting these treasonous traitor benedict arnold joe biden president vladimir putin is the number one supporter of joe biden could you believe the ignorant people that voted for this treasonous trader joe biden theyre so ignorant they dont even understand whats going on,0.3,1
hey magano worriestrump is bigly rich this is a nothing burger trump is probably laughing because of how little money this is good job trump,0.2958333333333333,1
wow he got off too easily should have been banned for life and should have paid the full 370million,0.2944444444444444,1
watt r u talkin bout in the 80s time magazine said trump was not a 4 billionaire not even a billionaire they said he inflated all his properties like the trump logo was worth a billion dollars right,0.2928571428571428,1
his memory isnt good enough to stand trial so he should be set free we know if he was a democrat he would have been authoritarian leftist at it again that graves gonna be huge,0.29,1
18 years not paying taxes i guess you reap what you sew it says in the bible karma is real if you have to step over people to get rich the easier it come the easier it go,0.2875,1
trumps a multibillionaire so this should be petty cash for him right trumptards,0.2857142857142857,1
trump is a selfmade insert sarcasm billionaire right time to pay,0.2857142857142857,1
he is a billionaire he can pay it right,0.2857142857142857,1
should be a drop in the bucket for a billionaire right,0.2857142857142857,1
pay up trump you know we have to pay right like u said,0.2857142857142857,1
how is trump feeling right now well ask steve martin from the car scene in trains planes and automobiles,0.2857142857142857,1
dondons a billionaire right pocket change,0.2857142857142857,1
he still didnt didnt it right lies right delusional yes,0.2857142857142857,1
he was a fraud since the great decade of the 80s and we have to come to a realization with the relationship of the people and politicians well most of them that is when it comes to people like fp trump people will still support this guy no matter what humanity is drawn more to a crooked leader than a honest leader that was proven and proof that we are at the point of no return with the bout between trump and clinton both had a laundry list of bad behaviors and for some reason we were drawn to them so rather if you are a dedicated voter or not no one have a right to complain about the person sitting in the oval office because somehow they were placed in there either by the people or by the people who so call represents the people,0.2836734693877551,1
new york big businesses come to florida we will treat you fairly,0.2787878787878787,1
the more democrats hit this man the more person like me favor him black for trump 2024,0.2777777777777778,1
dont worry he can afford to pay that fine with his new job hes getting in january,0.2765151515151515,1
theyre trying to break him btw i really deplore cnn and their smirky reporters or should one say talking heads they have no idea what true reporting is listen up im not a republican and im not in a cult peace,0.275,1
most people in business already know that the extremely wealthy have an unfair advantage ie if you are extremely wealthy more than trump apparently you can save 168 million dollars on interest payments most businesses dont have a huge profit margin maybe 20 percent is a good point for most this trail points out that the common person would have to pay an additional 168 million maybe more if you have less money the trump in interest payments effectively eating away at the profit margin so the extremely rich saves 168 million and can lower the cost of their widgets or use capitol in other ways to be more competitive while not affecting the profit margin this means the extremely rich will most likely win in a competitive business every time making the richest richer and keep the less rich in their place now government judge is stepping in to help the billion dollar finance industry keep this borderline criminal process going this should be the focus and the reason for outcry stop focusing on trump and see how the rich get rich while the rich are left with scraps,0.2729166666666666,1
i get the feeling he may be coming out with some new and fantastic superhero trump nfts,0.2681818181818182,1
f ny he should get out of ny all together tx would love the trump tower ny is going to shit anyways who cares about them they vote for chaos crime and love the felons,0.2666666666666666,1
oh happy day by why blocked from ny for biz only 3 years should be a lifetime ban drumps clowns on russian and saudi credit pay mofos pay,0.2666666666666666,1
yes because no other celebrity or politician has ever lied about their actual wealth to make themselves look better to make themselves seem better qualified for loans or business dealings and things like that,0.265625,1
he was successful business he think he would get thru with the crooked deals to be a success business man nothing last forever,0.2625,1
sec just cleared 10 billion dollar truth social media deal he will own over 5 billion of it 330 million he can wipe his a with it love it try again vampire marxist judge,0.2583333333333333,1
trump wont be singing i love new york new york,0.2575757575757575,1
sell out everything in new york all the rich people and the business if they are going to do this is to him they will do it to you,0.2556818181818182,1
it shouldve been more and he should never be able to do business in new york again he stole enough from the people of new york,0.2545454545454545,1
as a democrat we have to recognize its undemocratic to try to stop an opponent from running this is very thugish an just unfair decent people seek for fair competition and fair election im shamed to be a democrat in todays world,0.2533333333333333,1
trump might owe more than some of the smaller nato countries,0.25,1
the left is killing the usa there was no fraud no one lost any money this is nothing more than lawfare and cnn is at the front of the linge promoting it,0.25,1
mr and mrs rural maga need to send more money to his pac so he can grift it and pay his judgements,0.25,1
this is exactly why he didnt want to release his taxes,0.25,1
lets go with biden the biggest crook of them all who ant run a hot dog stand,0.25,1
maga zombies open your wallets bank accounts and gullibility one more time,0.25,1
this will only gain him more votes,0.25,1
soros buys a lot and cnn you can happy dance as any negative that spews about trump,0.25,1
pay back all the damage he has caused to america more trials ahead hope he gets what he deserves looser,0.25,1
more political bs by dems even the dems know this,0.25,1
guess ny needs more money for there migrate problems by hitting up the trump family whats next taking over his hotels,0.25,1
what bullshit trump 2024 he will get it back and so much more cnn is garbage,0.25,1
stopped the border deal encouraged attacks on nato lost multiple cases and more maybe those trump nfts and tshirts might keep him afloat otherwise im sure russia will bail him out,0.25,1
it is well known that threats to america are more likely to come from inside the country this is not news it is a call for the truth,0.25,1
355 million on top of 64 million when will his supporters understand he is a con man the amount of evidence of wrong doing the da has to have in order for them to successfully prosecute someone in this way has to be astronomical,0.25,1
trump plans to appeal lol good luck with that buddy you have to put all that money up in an escrow first trump im worth more than the numbers sure thats why you have to constantly ebeg for money from the working suckers giving money to this fake billionaire who doesnt pay his bills,0.25,1
dont care still voting for him u cant stop him from being the president unless you guys jfk him trump 2024 will get my first ever vote,0.25,1
trumpers you better help your lord big mac pay this off,0.25,1
which trump property is sold first,0.25,1
the billionaire who hides his tax returns the genius who hides his college grades the businessman who bankrupted 3 casinos and lost over 1b the playboy who pays for sex the christian who doesnt go to church the philanthropist who defrauds charity the patriot who dodged the draft the innocent man who pleaded the fifth 695 times the golfer who cheats at golf,0.25,1
so many of my former family friends and neighbors still love this man and will follow him further into ruin,0.25,1
can we just give hillary clinton credit she spoke on his taxes first now look,0.25,1
this gives the american people to vote more for trump,0.25,1
so who is going to be paid first,0.25,1
it was ok for expresidential agent orange to take money from the society of united states now he has to give all the money back pay the piper buddy time to pay the piper,0.25,1
time for the pro russian network fox and news max to start pushing even more hateliesand misinformation,0.25,1
not enough needs pay more for all he as done,0.25,1
ok maga culttime to dig deep in the pockets and bail the king out if you can pray to him you can pay for him,0.25,1
for you trumpers who are complaining just some words of advice shake it off sincerely a swiftie vote blue,0.25,1
i just need 11780 more square feet added to each apartment to qualify for my next 500 million dollar loan because my stuff just has to be the biggest,0.25,1
those 3 years off are more than enough to see him crumble into nothingness,0.25,1
maga will say its smart business to go bankrupt to commit crimes and fraud and very smart to end up in court and have to pay millions in fines,0.2464285714285714,1
when an honest conservator runs his businesses lawfully it will become the new chuck e cheese and even that is exaggerating their prospects,0.2454545454545454,1
real estate fraud rich folks gaming the system is another reason the rent is too damn high,0.245,1
time to empty the rnc chest the evangelist church money its needed for their hero luckily trumps sons wife will be managing the rnc money for the appeal but dont expect ever to see the money again evidence is overwhelming that trump is a fraud,0.2444444444444444,1
well this should hurt donald trumps pocket its just jump money to him hes a billionaire anyways 354 million is nothing he can throw that out of his pocket like candy well see that really happens was donald trump and his sons funny joke joe his daughter wasnt involved in it but i guess its ok theyll get her in her husband another for making all them crooked deals overseas so lets see what happens with them how many millions theyre gonna pay restore the money from the overseas by telling crooked lies like his dad no anyways lets jump money for donald trump pay up donald trump this evening havent are you all youre critics are gonna all run away now good or are you gonna have them pay that 354 million oh yeah you got millions of voters will lets see if theyre gonna help you out with three hundred and fifty four million plus your sons millions of dollars a day of you guys pierce their crying to your voters now,0.24375,1
the political elites are trying to make an example out of trump to instill fear into any everyday american who might try to stand up against their power their goal is to prevent any and all people who would attempt to reform the status quo of political corruption from even thinking about taking the risks in this respect theyve been wildly successful no one in their right mind would attempt to stand against these monsters it requires incredible courage absolute madness or perhaps a bit of both,0.2419642857142857,1
trump is rich he78 years old he have money to pay his billes rest his life ahahahah,0.2375,1
this bizarre ruling is nothing more than the most corrupt election interference ie ever seen this certainty makes trumps claim of georgias election fraud more credibility to me i fear more of the same from the left in november god help us,0.2375,1
trump is proudly a multi billionaire a billion is a thousand million so whats the big deal about paying 355 million if hes a multi billionaire thats more than 2 billion 2000 million so trump must still have at least 1645 million thats 16 billion and still call himself a billionaire not a mere lowlife millionaire this invites the question if hes so concerned about having to pay out 355 million does he really have that much or has he been posing pretending to be a billionaire,0.2357142857142857,1
trump sons are banned from being executives or on boards of directors of any ny company or company doing business in ny for the next two years for the boys or three years for djt all the good stuff is in the last three or so pages of the document good news for them is they can keep the business license since theres an independent monitor overseeing the financial stuff,0.2333333333333333,1
in our country we send people like him to jail only in the us that you elect him as your president,0.2333333333333333,1
great every developer get in line no just trump because they continue to meddle in his election process the people see you might have a few thousand that believe your bs millions disagree and see it clearly for what it is,0.2333333333333333,1
instead of making our lives better this democrat party in charge has made record prices out of control spending on wars and enriched themselves while making our lives unsafe sorry but good riddens biden and democrats yall lied,0.2333333333333333,1
this was nothing more than a kangaroo trial with the sole intention of bleeding him dry so that he cant run again for the presidency the american people are wise to cnns lies,0.2266666666666666,1
its funny that someone that calls himself a billionaire asking his supporters to pay his legal bills,0.225,1
leonard leo got 17 billion dollars of dark moneyto pay these kind of bills,0.2249999999999999,1
i hope da james takes some of that money and pays the small business contractors that trump routinely refuses to make good on after services are rendered,0.2249999999999999,1
we have bigger problemsthen trumps real estate crumblewe are going to get a blowback not just because of israel hamas war trump is going to make sure we have a literal real estate crumble in this country an earthquake is coming august 2024hes been planningdont believejust watch,0.2249999999999999,1
more trump digital cards coming soon including one special gold card of trump seating in his golden toilet,0.2247619047619047,1
did the new york attorney general ever promised to sue president trump there is a video circulating on the net where apparently she is saying that she will do so if that is the case you guys will make him even more popular than before,0.2227272727272727,1
not enough should have been 500 million just to be sure donald trump is a scumbag and thinks that hes innocent of everything that this is a witch hunt no donald its not a witch hunt youre a scummy person that tries to always find a way around things you always try to play around the system that most people would be in jail by now and youre walking free i dont care if youre running for president because he can give you special treatment you dont deserve it maybe now youll feel but the 380 families that lost their entire savings in the taj mahal casino and you walked out smelling clean maybe now youll feel something i doubt it but those families lost their entire wealth because of you,0.2203463203463203,1
trump i only hire the best people alina habba i would rather be dumb and pretty than smart pretty and capable of helping my client,0.2198979591836734,1
great so all that money goes to us right not just into another old mans pockets that doesnt need it whadda ya mean we ain seein a dime of it why would i even care about this then,0.2183035714285714,1
this is a great day for the state of new york because now all these hundreds of millions of dollars coming in to the state can now go to the immigration situation in new york city as a democrat i would like to personally thank all the maga republicans throughout the country for giving trump all of their hardearned money and their paychecks if it wasnt for all the maga republicans giving trump their paychecks the state of new york would not have such a mighty windfall and all this money can now go to the immigrant situation in the city of new york,0.2181818181818181,1
in 1981 the new york times did an article about mar a lago being worth 2 billion so what is going on,0.2181818181818181,1
at least this is a good first step to demonstrate that there is in fact accountability for trump and his enablers,0.2166666666666666,1
admittedly im kind of giddy at the thought of trumps crazypatrotic supporters many being military active retired teaching a class on retribution ha ha ha ha ha,0.2166666666666666,1
remember when traitor trump said he doesnt pay taxes because hes smart,0.2142857142857142,1
people see him as smart i dont know how they do that he ruined everything his grandfather his father built he destroyed their legacy and how do you think hes smart,0.2142857142857142,1
i dont pay taxes because im smart fat donnie aka trump 355000000,0.2142857142857142,1
i dont pay taxes bcs im smart 35500000000,0.2142857142857142,1
it is such good news actually great news because finally finally finally after an entire lifetime of lying cheating dodging bribing stealing blackmailing spying pretense nepotism hypocrisy stupidity corruption incompetency bigotry dishonesty degeneration desecration thievery thuggery treachery griftingsexual assault and threatening lives of innocent people the chickens have finally come home to roost by far twice impeached and triple crown indictment winner with one to spare yeah hurray its good news for all freedom loving americans americans who are for law and order not like the gop who are outlaws and like disorder finally we should have a good mugshot of this career criminal with him holding a numbered board in front of his chest have they taken measurements for his orange suit yet now the thing to worry about will be that he will use all that stolen documents those national security confidential documents as a get out of jail free card for himself and his family,0.2125,1
its ok he doesnt have to do business in new york for 3 years because hes going to be running the country from the white house trump2024,0.2121212121212121,1
this should not be a problem for a billionaire since he swears maralago is worth more than a billion he should have no problem getting a loan for half that amount using it as collateral heehee,0.2111111111111111,1
democrats are a joke worrying about democracy as they try to take down their political adversary through any means necessary putin is probably impressed,0.2111111111111111,1
and people say there is no deep state what theyve done to this guy financially is unthinkable a good lesson to anyone who wants to run for president that really wants to shake up the status quo,0.2099999999999999,1
shouldve been more severe trump accrued more than 350m on the back of his excessive valuations over many years all of the assets that he purchased on the back of these fraudulently claimed loans shouldve been seized,0.2083333333333333,1
even his political donations cant pay off this fine sell up time donald,0.2083333333333333,1
everyone of you on here better have a back up plan if trump wins you people will loose your minds you wont be able to handle it if trump looses you wont see much from maga acting like that,0.2032967032967033,1
haha a bond what bond company is going to cover a high risk client like a trump and if trump does secure a bond its going to come at a high risk percentage rate can even trump afford it now all you republican donors better starting digging deep,0.2028571428571428,1
let me get this right this is for providing a better then the truth of the financial situation of the companys for which he was one of the directors there is no issue of not paying back loans but the better commercial arrangements of these loans the more favourable terms are the fraudulent gains that is the subject of the fraud,0.2023809523809523,1
truckers have stopped delivering goods to nyc myself being one of them also mark cuban and many many other businesses are pulling out of new york because of the political persecution of trump will never do business with nyc again,0.2022727272727272,1
lock the contrump up is long overduehe owes it to the people most specially to ny he calls biden crooked yet he is what a con imo,0.2017857142857143,1
you people that is bad mouthing trump you are not smart enough to see what is going on guess you want the democrats back in office look what they have done to this world already,-0.2017857142857142,1
i hope the ag appeals to have all the trump companies shut down for excessive leniency,-0.2027777777777777,1
all these biden supporters in these comments yall gonna be sick when trump wins trump2024,-0.2071428571428571,1
cnn and the judge along with all this other false propaganda will continue to be exposed donald trump for president 2024,-0.2083333333333333,1
poor americans when they realize they are next how dare he pay back the loans in full how evil,-0.21,1
