comment,sentiment_vader,cluster
this whole thing is disgusting i cant believe they can get away with this,-0.5267,0
thats gotta hurt,-0.5267,0
maybe magats will understand why their obese orange jesus kept lying about his tax returns,-0.5267,0
infuriating,-0.5267,0
the art of the deal cheat lie and pay,-0.5267,0
lololololol what a loser lololololololol,-0.5267,0
ouch thats gotta hurt letitia you got him gurrrrrrl,-0.5267,0
yeah because nyc is really killing it at the moment said nobody ever,-0.5413,0
this is horrible,-0.5423,0
boycott the entire state of new york and buy no products from there,-0.5423,0
its been a bad week for donnie moscow,-0.5423,0
the apprentice fraudster is sacked,-0.5423,0
horrible,-0.5423,0
democraps are horrible people,-0.5423,0
the usa is run by full blown communists what a dirt bag country they have become the usa is pretty much dead,-0.5423,0
look up fraudy fraudster and there youll see donnys picture,-0.5423,0
karma did his first wife curse him,-0.5423,0
how totally unjust these ag das are out of control and it need to be removed,-0.5563,0
all this happened while gangs are ramping up destroying the city,-0.5574,0
soon to be bankrupt shucks,-0.5574,0
this is sickening just leave new york,-0.5574,0
i live on a small street in southern new england with about 15 two family homes three of those homes have been up for sale in the last 3 years every one of those homes were bought by people out of new york state new york state is driving out all their middle class citizens and plan on replacing them with illegal immigrants,-0.5574,0
james is one nasty beast,-0.5574,0
they should have asked for more they need 15 billion with their new illegal residents,-0.5574,0
they need money for the illegal bs immigrants,-0.5574,0
rapist ex president truth social,-0.5574,0
sell of all those hithole places in nyc its illegal ridden trash now,-0.5574,0
all illegal immigrants shipped to james home round them up and herd them there,-0.5574,0
new york needs the 364m for the illegal immigrants,-0.5574,0
come on you dont believe any of the tortured explanations you give,-0.5574,0
so so wrong,-0.5678,0
that is absolutely criminal,-0.5709,0
absolutely disgusting,-0.5709,0
this is absolutely disgusting,-0.5709,0
typical new york liberals stealing money from people who earn it,-0.5719,0
some people use onehalf of their ingenuity to get into debt and the other half to avoid paying it,-0.5719,0
total scam total corruption in new york,-0.5719,0
rally up you samm suckers and send me some of your money to fools lol,-0.5719,0
this scam shall also passlike fanni wanni,-0.5719,0
fox you can pay it for him oh right youre paying dominion for your wicked and baseless lies expensive supporting a dikkktator aye,-0.5719,0
democratic institutional injustice,-0.5719,0
now lets get the ratbastidtrump to pay his back taxes then off to prison,-0.5719,0
shes an election denier she has no business being in any position anywhere,-0.5719,0
what a scam,-0.5719,0
what a fricken scam complete bs,-0.5719,0
oops i hate looseres,-0.5719,0
if american citizens keep backing the left there will be no left or right after 2024 elections if the left keeps imposing communism on the usa citizens and we dont push back really push back this country will be no more its shamefull to see more than 40 of the people still aprove what democrats are doing,-0.5719,0
maga tears maga tears maga tears,-0.5719,0
what a travesty,-0.5719,0
such a scam,-0.5719,0
what a shock no wait how expected,-0.5859,0
haha another one dumb bastard,-0.5859,0
ruin this this con man,-0.5859,0
and this blowhard tells countries to pay their bills what a loser,-0.5859,0
dont forget to send him all your money he needs it so bad,-0.5893,0
send more illegal aliens to bust ny,-0.5984,0
is what kills me is his business has been in ny for years and had maralargo since 1985 and now theyre questioning the appraisal of it why now,-0.5994,0
democrats are at war with america,-0.5994,0
no problem in a year you all done,-0.5994,0
we have become post world war russia,-0.5994,0
couldnt happen to a better person hopefully this bankrupt him,-0.6067,0
what that phony woman jean carrol for 350 million now this ny business another charge democrats are mongers especially when georgia da fani willis did so poorly yesterday injustice,-0.6077,0
so much injustice,-0.6096,0
this is so wrong,-0.6113,0
what a corrupt system so sad what weve become,-0.6113,0
corruption and political so sad for our country,-0.6113,0
this is so sad to see remember this on election day vote republican,-0.6113,0
democrat thugs shaking their political opponents what has happened to our consitution and our legal system this sets a very bad precedence,-0.6115,0
the devil is watching and waiting and drooling in anticipation over the soon to be introductions to these horendous sinners,-0.6124,0
what a banana republic we live in now evil has become good and good has become evil,-0.6124,0
how else will ny pay for the illegal aliens,-0.6124,0
lajiggles james is another corrupt racist affirmative action da,-0.6124,0
i hope god punishes her evil deeds and exposes letitia james as the corrupt democrat that she is,-0.6124,0
they are trying to broke this man for no reason,-0.6124,0
to say that this is a travesty is a serious understatement,-0.6124,0
the devotees to the abuser of veterans convicted rapist taxcheaterwhether ordinary people lawyers congressmen or evangelical christianssee him as the source of something very precious what is it they crave which hes offering them,-0.6133,0
im a life long democrat and im on line now switching myself to republican been thinking about this for several years ill not be any party to bulling,-0.6197,0
more businesses will leave it will be a ghost town ny voters are morons,-0.6204,0
vile fox news,-0.6249,0
overeach at its worst,-0.6249,0
the democrat injustice system hard at work,-0.6249,0
fox news is the worst history is watching,-0.6249,0
nothing but a witch hunt were so sick of this,-0.6366,0
this is b bull crap bullcrap bull crap,-0.6369,0
abuse of power,-0.6369,0
poor arthur ignorant it will come back to byte him,-0.6369,0
i wonder does stinky have an escape plan or is he to stupid,-0.6369,0
the government abuse their power too much and that bs,-0.6369,0
watched fox for 5 min now i see how america could be so dumb,-0.6418,0
eventually anerican citizens will tire of the lawlessness of this administration and fight for our freedoms and democracy so many have died to defend,-0.6444,0
yes it is so shocking that something is over political when youre talking about politics so shocking,-0.6466,0
the hateful dem voters of nyc voted this demented sounding person onto office very strange,-0.6478,0
play stupid gamesget stupid prizes having 2 sets of books is illegalwhat a fool,-0.6486,0
no unfair,-0.6486,0
if this isnt considered flatout political persecution this country is officially dead,-0.6486,0
talk about hate never seen anything like thistake us to higher groundthe devil is laughing and dancing in the streets lord help us texas,-0.6497,0
so what are the american people going to do about this travesty i expect nothing at all,-0.657,0
leticia james looked evil saying that on camera,-0.6597,0
bloody ridiculous,-0.6597,0
america is going down by the hands of evil,-0.6597,0
the leftdemocrats are pure evil,-0.6597,0
evil at its finest,-0.6597,0
the swamp has a shed load of tendrils making up crimes and highlighting how evil they are,-0.6597,0
these shortsighted monsters forget that payback can be horrible,-0.6597,0
sleepys fascists destroying americas democracy,-0.6597,0
leticia is an evil person,-0.6597,0
lajiggles james is a racist pay not one dime,-0.6597,0
its a witch hunt because they are scared,-0.6597,0
america you should be ashamed of yourself to allow this to happen to american citizen how shameful your country should feel right now,-0.6597,0
vindictive woman pure evil,-0.6597,0
engron is an evil scimbagthis whole thing is pure bs,-0.6597,0
some of america new york is trying to burn the man that can turn around the decline that america has experienced in the last couple of years blind freddy can see politics in play here politics at its worst,-0.6597,0
how evil,-0.6597,0
bloody ridiculous,-0.6597,0
the expected conclusion of this pathetic joke of a case liberals are never smart enough to conceal their intent,-0.6633,0
i can see from the comments that fox main stream media viewers are idiots stop watching bs opinion television educate yourselves and quit believing what the experts tell you there is a reason the previous generation calls it the idiot box you all prove it,-0.6705,0
someone stop this madness,-0.6783,0
so shocking to see letitia james showing patriotism to the usa by promising to sue murdering punk putins boy who is still trying to dismantle our country for him,-0.6801,0
no one is above law ari and shannon are stupid brain washed,-0.6808,0
disgustingdems i never voted in my life and im 37 but i will now its sickening seeing how this country is being run since potato puppet was installed,-0.6808,0
put him in epsteins old cell throw in george santos too hell need a hairdresser georgie can twirl that strawberry blonde swirl turdump 2024 flush 10 times,-0.6808,0
lack of remorse borders on pathological no it isnt its 100 pathological,-0.6808,0
tell ny to go to hell and move to texas,-0.6808,0
id pack the mule and get the hell out of ny and never do business there for at least 364 million years,-0.6808,0
and some of us can see the wicked evil hand behind all of this,-0.6808,0
hell is coming to ny,-0.6808,0
appeal itd all designed to make his life hell and they know it,-0.6808,0
just imagine your kid going to school getting bullied every single day thats not right is it but its okay for all these kids after bullion the former president people make me sick,-0.6858,0
now you see why south africa is so messed up latista is showing us her fanni they cant be trusted in or with anything,-0.6879,0
appears to be political give me a break how much more pathetic can things possibly get the world is watching and is completely stunned how this can happen in america,-0.6894,0
the real loser is the american taxpayer who had lost 260 billion dollars to israel and 75 billion dollars to ukraine because the corrupt warmoneymaking machine is churning and churning and fleecing the american taxpayer since 1948,-0.6908,0
fox news should loose there fcc license for lying to the public,-0.6908,0
maybe the rep need to cut their loss or loose everything boarder new election or stay with the rapiest,-0.6908,0
that is absolutely absurd and crazy shame on engoron,-0.6969,0
appeal these people are sick and vicious,-0.7003,0
you can fool some of the people all of the time and all of the people some of the time but you can not fool all of the people all of the time abraham lincoln,-0.7003,0
in june 2016 james attempted to pressure six financial institutions including bbt berkshire bank citizens financial group peoples united bank regions financial corporation and td bank into ending its practice of providing financial services to gun manufacturers32 bbt was specifically requested to drop the accounts of sig sauer of new hampshire but denied the request33,-0.7003,0
the art of the squeal stinky donny will be dropping the soap in prison soon,-0.7003,0
its a witch hunt hahahahawhat an idiot,-0.7003,0
someone needs to put a stop to the lefts insanity,-0.7096,0
whine more conservatives cant wait for the impotent rage on truth social,-0.7096,0
why do you think no one stepped forward because his crazy base would boycott afterwards,-0.7096,0
she is going to get a bad wake up call she got dirt on her skirt take her down,-0.7096,0
what a sickening witch karma,-0.7096,0
the democrat corrupted organized crime ring strikes again,-0.7184,0
maybe hell get mexico to pay for it,-0.7184,0
hell pay in monopoly money thats how this is going to go for ny,-0.7184,0
i would not pay them a dime i get the hell out of new york i hope new york gets so invaded by all the illegal migrants,-0.7188,0
lol hell suck all the money out of the rnc to pay for it,-0.7269,0
im boycotting nyc disgusting,-0.7269,0
all these thugs in the republican party who are now pro crime so disgusting,-0.7324,0
political spectacle is all this is what a stupid waste of everyones time,-0.7351,0
its a sham sad to see election interference is an attack on our democracy,-0.7351,0
this is wrong so wrong,-0.7351,0
cry republicans cry,-0.7351,0
so much losing for the obese orange insurrectionist criminal convictions coming soon boy,-0.7414,0
johnson johnson was forced to pay 150m for creating the fentanyl crisis in america think about that,-0.743,0
i want to see him do his dumb dumb dance now,-0.743,0
why you bring up oj simpson ignorance is contagious but stupidity is pricelessfox is complete garbage,-0.743,0
this is from a long time fox viewer this is my last time that i am watching any of your broadcasts the absolute unprofessional and biased journalism as demonstrated by the fox commentators and other staff goes against the grain of journalistic ethos and is not acceptable,-0.7478,0
most anti goddam americans,-0.7485,0
fight fire with fire,-0.7506,0
as an armanian im more afraid of what we just witnessed from the democrats in their attempt to remove a polical opponent abusing government power is by far the biggest threat to democracy,-0.7506,0
they got exposed as frauds and tax cheats,-0.7506,0
if one thing doesnt work try another one now they trying bankrupt him if i was him ill take out all my business i have in nyc,-0.7506,0
no harm no victims theory its like a woman cheating on her husband behind his back and then telling a friend who accuses her of unfaithfulness he wasnt harmed he isnt a victim because i never told him i cheated on him he was totally oblivious to my dishonesty deceit and disloyalty so everything is just hunky dory,-0.7529,0
the us political system is broken this is disgusting,-0.7579,0
why only stopped at million why not trillion country is going down the hell whole,-0.7579,0
the left is so vindictive and hypocritical in other words a bunch of bitchy little girls,-0.7624,0
such bad reporting here really lame,-0.7645,0
did you sleep with your boss shame shame say phil you pay with autumn,-0.765,0
democrats are scum they cant win without cheating fn hate scumbag democrats,-0.7716,0
no surprise there this is disgusting shameful,-0.7717,0
evil greedy democrats,-0.7717,0
what happens when you have an affirmative action reject and racist,-0.7717,0
so who do they have to pay this money to now one was complained that did business with them is new york going to get the money so they can give it to the illegal migrant,-0.7717,0
this is so sad such a witch hunt,-0.7753,0
dont think for one second we dont see the end game you are trying to bankrupt this man go ahead hell be the poorest champion of the american dream,-0.7783,0
thats got to hurt hes going to go broke after he pays this and miss egc case with more to come,-0.7783,0
i love seeing these people crying and complaining poor bastards,-0.7783,0
letichia james is doing the bidding of the radical man hating feminist element in our government rancid ct stnk permeates the whole process,-0.7783,0
yeah new yorks just trying to raise money for all those illegal foreigners that are killing the taxpayer and this country,-0.7783,0
1 kings 2222 2 and the lord said unto him wherewith and he said i will go forth and i will be a lying spirit in the mouth of all his prophets and he said thou shalt persuade him and prevail also go forth and do so what happened next was a reckoning look it up a reckoning is coming for america it will not bring peace prosperity or good for the citizens we will be punished for generations of evil we committed as a nation and as individuals reckoning is coming christians repent get on your knees and beg forgiveness,-0.7814,0
a distraction from avdiivka completely collapsing that aid package going to ukraine will be another complete waste of money,-0.7841,0
there will be big fire in hell,-0.7906,0
ordered to pay 3649m 3 yr ban from doing business in ny eric and don jr for 2 yrs banned from borrowing from ny banks,-0.7906,0
unjust persecution lays groundwork for future chaos,-0.7906,0
how dare she got nasty with the nastiest man on earth,-0.7906,0
the hate in this country the people mentality in our vip official jobs has been jeopardizedthere is no justice fairness the bias the threat the monies that is being madecorruption in in our system america will suffer this is just the beginning of dictatorshipcontrollingand kicking our democracyit looks like the agenda once againthis here has once again attacked our capitalism,-0.7906,0
i think you got too good a deal so i will punish you that could apply to every person if someone was envious or hated someone,-0.7951,0
only in usa the most corrupt country on earth no other country even comes close everything is rigged and fake i feel sorry for all normal people living there some in usa does not even know what a woman is,-0.7964,0
they are criminals this is extortion disgusting,-0.7964,0
you couldnt get a cottage on palm beach for that maybe but a cottage is a residential dwelling maralago isnt trump valued his property as if it was residential and broken into lots with lots of residential properties on it none is possible by law,-0.7969,0
just because these lip tards dont like him they dont have a reason not to like him they are just a racist,-0.8031,0
more biden distractions from biden crimes and distracted 2nd term bsiden be 5 years of struggle 6 or 7 yr struggle,-0.8062,0
so basically what these commentators are saying is ie id rob a bank but they get their money back so nobody was hurt so i can get away with it,-0.8072,0
were there betting odds in las vegas on how many seconds it would take loser 45 to launch a mass email campaign to his cult to beg for their money to pay for his crime,-0.8074,0
whenever we begin to deport illegal migrants we also need to deport liberals that hate this nation especially those 3 foreign bytches in congress,-0.8074,0
ohhh it the biggest witch hunt ever according to the trump maga fox news world imho that ongoing witch hunt victim story is getting worn out,-0.8074,0
no one deserves this more than stinky hes been lying his entire adult life it finally caught up to him,-0.8115,0
criminals running new york these people are pathetic their time will come,-0.8126,0
moronic assholes gathering again,-0.8176,0
poor stinky couldnt play by the rules and now the magot tears are flooding,-0.8194,0
no pity for poor donnie all selfinflicted wounds drop out turd,-0.8225,0
since epstein is dead and maxwell is in prison his list for a vp with the same morals beliefs and pastimes as him has gotten shorter,-0.8225,0
being a liar and corrupt got him ari stop crying,-0.8225,0
you vote for a rapist at your own peril,-0.8225,0
it is hard to understand how anyone can be so horribly misinformed,-0.8246,0
democrates are just nasty people at their hearts you have to have a vile core to vote for any of those crooked blue bards,-0.8271,0
im sick to my stomach to know that evil people reign in high offices of our country,-0.8271,0
we lost a battle in new york today peoplebut we will ultimately win this politically injustice war hold the line patriots,-0.8271,0
this is so stupid the democrats are sickening,-0.8301,0
james and willis both evil liars,-0.8316,0
the rapist banned from the financial capital of the world,-0.836,0
somethings wrong with new york seriously it really is no wonder they would emotionally reject zeldin as governor,-0.8393,0
god bless america the art of the steal stop the steal stop the steal,-0.8442,0
too bad not one red cent of that money will spend in hell,-0.8442,0
stupid even a moron can see this for what it is a political witchhunt so for you morons this is literally how borrowing money against real estate is done evey time everyone everywhere on earth,-0.8467,0
aall bussinesses should leave ny all realtors builders if this can happen to him it can happen to all this is crazy and of course it will be apealed because no one was harmed banks were always paid back crazy,-0.8519,0
ny is trying to pay for all the cost of the illegal immigrants there is no damage done to anyone,-0.8555,0
lying cheater keeps on losing,-0.8591,0
insane insane insanemankind are heading for disaster,-0.8591,0
only the dumbest of dumb believe that fool,-0.8591,0
its very sad the dems are truly the lowest of low and evil,-0.8622,0
a common criminal and a terrible businessman sad,-0.8625,0
not shocking behaviour exposes the deep hate that grips her wicked heart she is evil,-0.8712,0
still losing money is worst than prison,-0.875,0
second blond idiot there were no victims here are you as dumb as you look seriouslythis is not reporting this is opinion,-0.8779,0
those people from hell and there will go to hell,-0.8807,0
democrats make me hate my own country we are infested with evil we have become a thirdworld banana republic if you are a democrat you are the problem not the solution we are supposed to be a country of the people for the people and by the people we are not supposed to be run by career politicians we are supposed to have presidents who have an aptitude for command not bribery and corruption like joe biden,-0.8824,0
dirty deceptocrats are among the worst human beings the big apple is becoming a rotten apple,-0.8834,0
shame on the democrats for using lawfare against their adversaries shame shame,-0.8834,0
dems party is possess with a very evil spirit of kills steals and destroys grossly corrupt party,-0.8913,0
sick joke now america a pathetic circus totally ruined and lost,-0.8947,0
now new york can eat their own garbage and dirt and suffer with all the crime the dems and the deep state have caused they will go down in flames and garbage and the imigrant crime inflicted on them dont complain new yorkers,-0.8954,0
haha another loss for loser pervert tramp couldnt be a better daypay up sucker,-0.8958,0
if tou guys dont even question how california literally has rolling blackoutson purpose in the name of climate changeman wake up these idiots want evs and they can literally just flick a switch how do you drive an ev without the e you are mistaken if the government is republican democracy there right now wef has suggested that hobby farms are bad for climate farming is struggling because farming and fisheries is also bad for climate so question if we cant grow our food or catch our foodwhat next,-0.9001,0
they just cost ny the banks should be furious but in the end the devil loses,-0.9081,0
new york sucks so bad that all the billionaires are blowing it off thats pretty bad one can afford to live anywhere on earth and chooses not to live in a stinking new york city,-0.9133,0
means nothing like all of the other walls are closing in foolishness democrats are exposing their hatred of america and disrespect for the law all will be gone on appeal,-0.9187,0
everyone needs to get out of ny tn is full already btw but between this nonsense going after business owners and crime gangs are joining thats crazy,-0.9192,0
disgusting no one was damaged new york is doomed all that support these people should be ashamed,-0.9201,0
this is so wrong i hate these people with all my heart evil,-0.9242,0
can you say revolution we have commies as das and governors paid off politicians at every level we dont need a new government we need new people and we need to watch them more closely remove the knighthoods and remind them they work for us if they worked for any corporation they would have been fired long ago they are not the power we need to take the money out of politics no fund rising no insider trading set up a government tv channels and they can lie all day about what they do at low cost to us cut salaries 50 for all congress people and staff across the country every bill is lean and to the point no pork politicians receiving bribes or unreported money will be removed from their job and tried for treason,-0.936,0
this is so scary it is so scary to every ame can whether you are democrat or republican this is scary oleary from shark tank said it they all do it if i was though if i were those companies ill be moving out of new york,-0.9446,0
oh my word how on earth leticia james can do such evil evil work towards trump she just hates this good man lord put some wrath to this evil woman trump continue fighting,-0.9453,0
cheater rapist insurrectionist fraudster grifter and a racist,-0.9509,0
the hatred of the democratic party is completely over the top its devastating to our country extremely sad for me to know my old friends hate me now toobecause i am a republican their hatred is so sad,-0.954,0
russian propaganda fox lies lies lies fox lies makes russian state television look like pbs sued for lieing to the american people lies on live television then speaks what real and true behind closed doors you people should be ashamed of yourselves shame shame shame on you all,-0.9686,0
i get to notlaunder countries their whatever resources back to them without having to backwards shuffle till the new generation of culpable get reverse blackmailed this way as perjury and contempt a standard and exhausted all your informal mocktrial settings due to having favored each new treasonous ideology now i somehow seems that it might be treasonous to not be treasonous how can anyone expect this circus and insultentertainment for some foreign adversaries i assume to insult hard working and accountable people as this continues to plague my availability to be able to demand that the culprits be held accountable as the absolute worst criminals continue to oppress myself and the already obligated to take effective actions and potentially lethal force against anyone obstructing criminal justice and engaging in crimes openly being committed against me ronald aaron lopez,-0.9774,0
you can take the girl out of da hood but you cant take da hood out of the girl fanni sees herself as a victim and is the quintessential victim that blames the white man for her frustrations and failures trump is on the top of her white man list hell hath no fury like a black victim scorned,-0.9839,0
judge arthur in my eyes you are a hero real judge judge arthur can not be bribed nor scared by trump craps bravo judge arthur job well done trump is probably going what he does best appeal but its about time a real judge like you let trump know and his boys that they are crooks and not above the law judge made our justice system look like a joke judge artur thanks for letting me feel that they are still good judge like you around,0.9849,1
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,1
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,1
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,1
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people,0.9847,1
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,1
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,0.9847,1
if trump only hires the best of the best why does he keep losing in court even if there really was a dark cabal out to get trump would the best lawyers be a strong shied against them for trump if someone is truly the best of them all wouldnt they always be so,0.9698,1
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.9657,1
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.9657,1
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.9657,1
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.9657,1
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.9657,1
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.9657,1
i love this judgement against trump if trump an illegitimate former president is going to appeal he needs to put up a 100 million bond plus when you add 9 statutory interest trump will have to pay closer to 500 million not 364 millionbrilliant i am so extremely happy with this court judgement it could quite easily have been much much more so another really good thing about this is that the judge and latisha have made this judgement order virtually appeal proof very well done latisha james,0.9618,1
trump say that the judge is corrupted but forget to say that his lawers has choosen it from a pannel of possible judges it was his choice also saying the the us are now like russia while refusing to support ukraine while saying that he trust putin more than the us intelligence services while saying that putin is a great man and while tucker sells us how great russia is pathetic,0.9568,1
trump has a path to appeal without posting a bond no one talks about it but cplr article 5519 c stay and limitation of stay by court order the court from or to which an appeal is taken or the court of original instance may stay all proceedings to enforce the judgment or order appealed from pending an appeal or determination on a motion for permission to appeal in a case not provided for in subdivision a or subdivision b or may grant a limited stay or may vacate limit or modify any stay imposed by subdivision a subdivision b or this subdivision except that only the court to which an appeal is taken may vacate limit or modify a stay imposed by paragraph one of subdivision a i think i did one of these a long time ago you have to show likelihood of success on the merits balance of equities prejudice if stay of x not granted etc while it isnt automatic like posting a bond i think the circumstances here actually warrant the granting of a motion to stay of execution without the posting of a bond maybe they are planning on using that but just not talking about it the standard for obtaining a discretionary stay under cplr 5519c consists of meeting three requirements a the likelihood of success on the merits b irreparable injury in the absence of injunctive relief and c the balancing of the equities between the parties see seitzman v hudson riv assoc 1st dept 1987 126 ad2d 211 513 nys 2d 148 alexandru v pappas 2nd dept 2009 68 ad3d 690 890 nys2d 593 i think if ever there was a case that cried out for a discretionary stay of execution this is it,0.9563,1
you go judge i love that judge he do his job and he do it right trump got just what he needed to get a judge who is not afraid to do his job every one else is so afraid of trump now what trump ha ha tell the people who love you so much to pay your bill pay up trump god do not like ugly,0.9269,1
that judge should be disbarred there was no justice whatsoever i hope trump pushes this all the way to the supreme court at least he will actually get justice then anything done in new york and washington is simply a joke,0.9231,1
oh how i love all the winning justice will never get tired of it hahahaha poor magats please try to defend this one,0.9119,1
well he could have been a law abiding citizen like the majority of people praise the lord its a great day for the universe,0.9062,1
so many great legal minds in this comment section i wonder why they werent sought out bythe djt legal team for their great and unique insights,0.9059,1
this order does not include pre trial judgement interest the clock keeps ticking on interes some of the interest goes back five years on the biggest order looking at the he order it is possible the interest accumulated to date may bring this close 440 million then of course there is the 83 million with interest accumulating at 1 million doolars per week,0.9001,1
a civil case that was not filed by a victim it was filed by a activist da the actual business trump was doing business with admitted that trump was a good customer and they looked forward to working with him in the future that is not how a civil court is supposed to work guilty of being a republican should not be a civil violation when trump wins the election hopefully he will bring the legal system back to actually enforcing the law equally and appropriately,0.8966,1
found guilty of 5 offenses now add the 183 million for defaming e jean carol and you have a cool total to date of 537 million good news is lots more to come his way broke and in jail with a suit to match his face orange all over love it love it love it,0.8934,1
the largest miscarriage and corruption of the justice system ever right before our eyes there wasnt even a crime how can these people not get disbarred and sued its literally unbelievable that this could happen to anyone nobody is surprised at the verdict by this unhinged corrupt stupid judge at all i really hope trump cleans this justice system up because it is no longer a justice system the judge and prosecutor need to be in prison,0.892,1
if this judge ruled unjustly there is a divine supreme court that will rule against this judge the courts of america are supposed to allow defendants to have a jury and or defend themselves there must be probable cause and proof that the defendant was guilty not rule because you dont like the person there was proof that president trump was not guilty the banks and appraisers spoke truth and defended president trump now god will rule against this judge and tisha if they lied god cannot be mocked the money you will be receiving you will not be able to enjoy as god knows all things,0.8898,1
he didnt do anything wrong karma is going to bite the judge and james in the butt just like willis just set back and watch god has his hands on trump they best watch out ask fani,0.8848,1
justice for ejean carroll justice for new york justice for america,0.8807,1
justice matters citizen trump such great newsfor the system to hold this clown accountable laughing at the cult sorry not sorry,0.8807,1
tisha james thank you thank you thank one more step for justice,0.8797,1
good for him thank god the justice system still works,0.872,1
justice matters americans love justice no one is above the law let the celebrations begin,0.872,1
leticia james is a joke she will be disbarred and and that wont be fake ajudge should be disbarred and prosecuted all of them will be disbarred in new york city they are not practicing in real law is fake law theyre practicing politics theyre all joke and its about time somebody in new york disbarred all of them if there aint nobody in new york that believes in the law then let them do what theyre doing if there is anybody that believe in real law they need to be prosecuted and put in jail by their superiors and quit letting them do fake law and fake outcomes theyre making laughing stock out of the laws of this country and it needs to be stopped and stopped now,0.8694,1
so is this what they call blind justice well they forgot deaf and dumb also our legal system is a joke god save us we cant go on much longer and still remain a free nation,0.8689,1
just for the fox news viewers who dont get the full information trump struggled to hire good lawyers because the best dont want to work for him and the legal representative in this case forgot to tick the box for a jury trial this is why this had no jury and just a judge idiotic representation trumps fans can pay all the legal fees in the world but he has a real issue attracting genuinly talented and experienced professionals,0.867,1
every time trumptard loses in court is a win for freedom and the united states of america,0.8591,1
a few years ago i remember maga saying trump was untouchable sweet sweet justice,0.8555,1
so much winning he hires the best lawyers,0.835,1
this judge doesnt even have the qualifications of what he supposed to do to be even in this trill he knows the could d him from the beginning and that they were born after him take it to a higher court and yes bar this woman from her job theyre going after her you are supposed to be honest in your job but shes got too much hate she cant see it everyone stood up for him and said that he was a great at what he did in his job and everything was legal all banks said that so they need to prove this havent seen any proof no one has they campaign on getting him and she vowed to do it so definitely he has a case against theres someone already asking for her to resign for all of the national things that she has done as a lawyer shes responsible for her behavior may god have his judgment with case like channel 13 this is a prosecution,0.8288,1
i guess the other kids at school are doing it defense didnt work he needs to look on the bright side the colorado isis ballot cleansing case and the georgia love birds case have both crashed into mountains,0.8225,1
what a great day for justice,0.8176,1
justice rendered amaerica was just made great again 360 million yesssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,0.8176,1
attention business owners move your company to texas or florida states that reward successful businesses not sue them do it now,0.8176,1
wow thats some money what if he wins on appeal,0.8176,1
trump will take this to the supreme court and win plus he will sue the state of ney york,0.8126,1
great news especially on a friday evening have a good reason to drink to this god bless the judge and all those who worked hard to get the criminal,0.8113,1
doesnt mean hes guilty he still has my support smiles,0.7982,1
but here is the thingwhen a jury hands down an 835 million losstrump rails against jury awards when a judge hands down a 364 million loss trump rails against judge awardstrump lost on both sides of the streetjury and judge trials but if jury awards and judge awards are both riggedboth systems having failedjust close all courts,0.7964,1
the fun is just starting appeals courtsupreme courttrump wins in the end,0.7906,1
thank god he can appeal to a higher court that has real justice in mind,0.7906,1
and i thought it was only the legal system and judges in my country were a joke and were corrupt the us is worse but then again when more than half the population are idiots i guess it is possible to have public prosecutors like you have and judges who might be better off working as clowns,0.7845,1
amazingly trump never argued he didnt commit the crimes he only argued that he shouldnt be prosecuted he was fined almost as much as fox entertainment,0.781,1
i have never brought a case in front this fake court but trump runs everyday like a crybaby to his supreme court,0.7806,1
this is what happens when someone hires an attorney based on looks and not skill but he hires the best people,0.7783,1
the american justice system should be abolished just for the two tiers of justice,0.7783,1
this is justice to all americans trying to make a honest living frauds like donald trump use illegal practice to unfairly inrich them self this a win against big companies,0.7783,1
this verdict by a corrupt judge and liberal lawyers will be overturned by the appeals court hopefully these corrupt judges and lawyers will get their justice desert,0.7717,1
poor man breaks my heart everything this man has been going true i trust in god justice new york is disgusting like all those rats that they have there in the trains,0.765,1
the world is laughing at the usa for weaponizing justice system,0.765,1
